"l_id","chain","category","company","brand","l_offer","l_alias_market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq","l_alias_gender","age","state","__of_subscriber","avg___daily_calls_received","avg__duration__mins__per_call_received","avg____distinct_numbers_daily_calls_received_from","avg____distinct_numbers_weekly_calls_received_from","avg___daily_calls_made","avg___weekly_calls_made","avg__duration__mins__per_call_made","avg____distinct_numbers_daily_calls_made_to","avg____distinct_numbers_weekly_calls_made_to","__daily_messages_received","__weekly_messages_received","avg____distinct_numbers_daily_msgs_received_from","avg____distinct_numbers_weekly_msgs_received_from","__daily_messages_sent","__weekly_messages_sent","avg____distinct_numbers_daily_msgs_sent_to","avg____distinct_numbers_weekly_msgs_sent_to","repeat_flag"
"_2663802012","_126","_2119","_108079383","_6926","_1208329","_24","1","t","4/23/2013 0:00","1","1","1","0.69999999999999996","2","F","16-25","VA","544947","15270","10773","16639","49917","13929","97503","10287","8237","24711","16187","113309","8231","24693","15936","111552","5159","15477","1"
"_2621936486","_21","_3203","_106414464","_13474","_1197502","_2","6","t","3/26/2013 0:00","1","0.75","1","5.9900000000000002","7","M","16-25","AR","514366","14703","10277","14851","44553","12451","87157","10025","7972","23916","15363","107541","8315","24945","15730","110110","4904","14712","1"
"_2632498002","_360","_5558","_107120272","_5072","_1198275","_13","0","f","3/26/2013 0:00","1","1.5","1","2.3900000000000001","1","M","16-25","NC","577492","15882","10946","15607","46821","13547","94829","10763","8336","25008","16448","115136","8530","25590","16752","117264","5184","15552","0"
"_2641304683","_285","_2202","_104460040","_3718","_1208251","_7","0","f","4/25/2013 0:00","1","2","1","0.79000000000000004","1","M","26-35","KS","545700","14276","10593","14650","43950","12774","89418","9785","7904","23712","15340","107380","7882","23646","15371","107597","4889","14667","0"
"_2656695448","_21","_6202","_1087744888","_64486","_1208503","_30","0","f","4/26/2013 0:00","1","1.5","2","13.98","1","M","36-45","ID","507998","15950","10861","15693","47079","13253","92771","10657","8253","24759","16324","114268","8031","24093","15945","111615","5164","15492","0"
"_2662695566","_46","_3203","_106414464","_13474","_1197502","_21","0","f","3/27/2013 0:00","1","0.75","7","45.140000000000001","1","M","16-25","SC","509517","15915","11004","16249","48747","13618","95326","10644","8611","25833","16615","116305","8698","26094","15977","111839","5280","15840","0"
"_2677276717","_40","_4401","_105100050","_13791","_1199258","_6","0","f","3/17/2013 0:00","1","2","1","5.1500000000000004","1","F","26-35","IL","609844","16586","11247","16106","48318","13977","97839","10680","8603","25809","16593","116151","8648","25944","16475","115325","5422","16266","0"
"_2667040606","_508","_1726","_104460040","_7668","_1200581","_25","2","t","4/6/2013 0:00","1","1.25","14","14.630000000000001","3","F","36-45","WA","505717","14929","10686","15304","45912","12972","90804","10236","7981","23943","15787","110509","8080","24240","15680","109760","5083","15249","1"
"_2625085055","_16","_2119","_108079383","_6926","_1208329","_26","0","f","4/22/2013 0:00","1","1","10","46.060000000000002","1","M","16-25","WI","551962","16070","11195","16230","48690","14263","99841","10511","8733","26199","16824","117768","8641","25923","16530","115710","5265","15795","0"
"_2635940745","_104","_5558","_107120272","_5072","_1198272","_11","0","f","3/26/2013 0:00","1","1.5","1","-0.35999999999999999","1","M","16-25","MI","499035","15792","11517","16150","48450","13835","96845","10304","8607","25821","16681","116767","8671","26013","16540","115780","5183","15549","0"
"_2643091495","_71","_9909","_107127979","_6732","_1194044","_25","3","t","3/22/2013 0:00","1","1","1","3.6899999999999999","4","M","36-45","WA","572208","15547","11077","16094","48282","13886","97202","10821","8465","25395","16208","113456","8354","25062","16524","115668","5236","15708","1"
"_2650219255","_96","_5616","_104610040","_15889","_1204576","_31","0","f","4/4/2013 0:00","1","1","2","-0.10000000000000001","1","M","26-35","IN","497420","15208","10713","15025","45075","13383","93681","10019","8000","24000","15003","105021","8025","24075","15667","109669","5051","15153","0"
"_2664563581","_377","_9909","_1089520383","_28840","_1203052","_11","0","f","4/6/2013 0:00","1","1","6","12","1","M","26-35","MI","519430","15405","10629","15490","46470","13055","91385","10162","8137","24411","15389","107723","7978","23934","15745","110215","5125","15375","0"
"_2621202467","_42","_3203","_106414464","_13474","_1197502","_31","0","f","3/30/2013 0:00","1","0.75","4","7.8600000000000003","1","F","36-45","IN","490977","14698","10311","14635","43905","12933","90531","9844","7875","23625","15362","107534","7936","23808","15016","105112","5241","15723","0"
"_2641917788","_214","_3203","_106414464","_13474","_1197502","_2","1","t","3/27/2013 0:00","1","0.75","37","354.82999999999998","2","M","16-25","AR","514366","14703","10277","14851","44553","12451","87157","10025","7972","23916","15363","107541","8315","24945","15730","110110","4904","14712","1"
"_2620116893","_109","_3203","_106414464","_13474","_1197502","_9","1","t","3/25/2013 0:00","1","0.75","2","4.9800000000000004","2","F","16-25","LA","490101","14941","10611","15639","46917","13300","93100","10052","7695","23085","15482","108374","8326","24978","15527","108689","5429","16287","1"
"_2656965588","_165","_2202","_104460040","_3718","_1208251","_19","0","f","4/24/2013 0:00","1","2","38","77.390000000000001","1","F","26-35","OK","479346","15639","10626","15468","46404","13418","93926","10432","8008","24024","16281","113967","8025","24075","16381","114667","4974","14922","0"
"_2651176677","_507","_1726","_104460040","_7668","_1200582","_15","0","f","4/21/2013 0:00","1","1.25","3","9.4700000000000006","1","F","36-45","NJ","516518","15743","10883","16151","48453","13611","95277","10440","8369","25107","16074","112518","8425","25275","16515","115605","5254","15762","0"
"_2672342429","_191","_2202","_104460040","_3718","_1208251","_9","0","f","4/28/2013 0:00","1","2","1","1","1","M","26-35","LA","497364","15735","11282","15813","47439","13534","94738","10787","8220","24660","16486","115402","8604","25812","16377","114639","5202","15606","0"
"_2681606948","_214","_1726","_104460040","_7668","_1200581","_9","0","f","3/30/2013 0:00","1","1.25","1","3.5899999999999999","1","F","36-45","LA","508940","15789","11133","15429","46287","13557","94899","10472","8478","25434","15896","111272","8109","24327","16317","114219","5134","15402","0"
"_2621770123","_509","_3203","_106414464","_13474","_1197502","_28","0","f","3/29/2013 0:00","1","0.75","1","17.989999999999998","1","F","16-25","CO","544042","15598","11042","15553","46659","13317","93219","10521","8607","25821","16710","116970","8337","25011","17102","119714","5230","15690","0"
"_2658478744","_285","_3203","_106414464","_13474","_1197502","_24","0","f","3/26/2013 0:00","1","0.75","2","10.48","1","F","26-35","VA","430057","13973","10261","14217","42651","12290","86030","9592","7682","23046","14861","104027","7722","23166","15080","105560","4891","14673","0"
"_2652228167","_285","_5558","_107120272","_5072","_1198272","_27","0","f","3/27/2013 0:00","1","1.5","29","215.24000000000001","1","M","16-25","AZ","506689","15250","11010","15651","46953","13149","92043","9945","8137","24411","15869","111083","8129","24387","15453","108171","5037","15111","0"
"_2673668360","_12","_1726","_104460040","_7668","_1200582","_21","0","f","4/1/2013 0:00","1","1.25","5","14.949999999999999","1","M","26-35","SC","538325","16451","11365","16099","48297","13846","96922","10928","8725","26175","16559","115913","8684","26052","16503","115521","5392","16176","0"
"_2676561298","_42","_2119","_108079383","_6926","_1208329","_20","4","t","4/28/2013 0:00","1","1","1","1.3899999999999999","5","F","36-45","PA","540030","15788","10929","15808","47424","13587","95109","10525","8426","25278","16094","112658","8563","25689","16346","114422","5169","15507","1"
"_2622295680","_360","_6202","_1087744888","_64486","_1208501","_25","0","f","4/29/2013 0:00","1","1.5","4","61.789999999999999","1","F","26-35","WA","537174","16005","11076","15701","47103","13593","95151","10271","8578","25734","16461","115227","8389","25167","15834","110838","5191","15573","0"
"_2645665936","_48","_5558","_107120272","_5072","_1198271","_1","0","f","3/25/2013 0:00","1","1.5","45","147.34999999999999","1","F","36-45","AL","469383","14668","10458","14275","42825","13021","91147","9822","8055","24165","15006","105042","7954","23862","15528","108696","4959","14877","0"
"_2652690190","_101","_2202","_104460040","_3718","_1208251","_16","3","t","4/27/2013 0:00","1","2","3","10.970000000000001","4","F","16-25","NY","499716","14844","10326","14407","43221","12584","88088","9542","8017","24051","15208","106456","7776","23328","14981","104867","4964","14892","1"
"_2660956582","_21","_5558","_107120272","_5072","_1198272","_27","0","f","3/27/2013 0:00","1","1.5","1","0.98999999999999999","1","M","16-25","AZ","506689","15250","11010","15651","46953","13149","92043","9945","8137","24411","15869","111083","8129","24387","15453","108171","5037","15111","0"
"_2668959085","_42","_2119","_108079383","_6926","_1208329","_30","1","t","4/26/2013 0:00","1","1","1","2.4900000000000002","2","F","16-25","ID","562848","16059","10872","15691","47073","13868","97076","10238","8426","25278","15807","110649","8599","25797","16031","112217","5302","15906","1"
"_2678038628","_4","_3203","_106414464","_13474","_1197502","_16","0","f","3/25/2013 0:00","1","0.75","1","3.29","1","M","16-25","NY","520751","15341","10428","14886","44658","13170","92190","10089","8161","24483","15286","107002","8150","24450","15800","110600","5124","15372","0"
"_2674704729","_40","_3203","_106414464","_13474","_1197502","_15","0","f","3/25/2013 0:00","1","0.75","1","2.9900000000000002","1","F","36-45","NJ","516518","15743","10883","16151","48453","13611","95277","10440","8369","25107","16074","112518","8425","25275","16515","115605","5254","15762","0"
"_2650746716","_42","_5616","_104610040","_15889","_1204576","_17","0","f","4/7/2013 0:00","1","1","7","27.93","1","F","26-35","OH","522377","15629","10992","15576","46728","13722","96054","10599","8173","24519","16138","112966","8294","24882","16287","114009","5292","15876","0"
"_2645313269","_21","_3203","_106414464","_13474","_1197502","_26","1","t","4/4/2013 0:00","1","0.75","1","1.99","2","F","16-25","WI","526724","15751","10983","15382","46146","13272","92904","10211","8230","24690","15892","111244","8303","24909","15734","110138","5148","15444","1"
"_2664294581","_42","_3203","_106414464","_13474","_1197502","_6","2","t","3/27/2013 0:00","1","0.75","20","193.59","3","M","36-45","IL","541391","15162","10806","15357","46071","12939","90573","9939","7998","23994","15650","109550","8083","24249","15627","109389","5088","15264","1"
"_2671048209","_96","_3203","_106414464","_13474","_1197502","_10","0","f","3/27/2013 0:00","1","0.75","1","0.89000000000000001","1","M","16-25","MD","531718","14784","10941","15287","45861","13190","92330","10310","7837","23511","15837","110859","7984","23952","15763","110341","4832","14496","0"
"_2630941148","_21","_2202","_104460040","_3718","_1208251","_10","0","f","4/29/2013 0:00","1","2","49","121.61","1","F","36-45","MD","551330","15613","11020","16175","48525","14132","98924","10676","8569","25707","16288","114016","8545","25635","16911","118377","5289","15867","0"
"_2681179816","_507","_1726","_104460040","_7668","_1200582","_4","5","t","4/2/2013 0:00","1","1.25","1","5.29","6","M","36-45","FL","510934","15913","11165","16402","49206","14163","99141","10665","8324","24972","16454","115178","8822","26466","16724","117068","5105","15315","1"
"_2620812955","_214","_3203","_106414464","_13474","_1197502","_5","0","f","3/28/2013 0:00","1","0.75","1","2.9900000000000002","1","F","16-25","IA","500178","14115","10154","14544","43632","12811","89677","9736","7786","23358","15078","105546","7895","23685","14472","101304","4775","14325","0"
"_2643795214","_285","_3203","_106414464","_13474","_1197502","_27","0","f","3/29/2013 0:00","1","0.75","7","18.329999999999998","1","F","16-25","AZ","563720","16276","11432","16742","50226","13874","97118","10938","8889","26667","17233","120631","8748","26244","17403","121821","5393","16179","0"
"_2651324395","_510","_1703","_104460040","_7668","_1200579","_23","0","f","4/9/2013 0:00","1","1.5","1","1.8899999999999999","1","M","26-35","UT","527960","15623","11092","15150","45450","13950","97650","10879","8397","25191","16526","115682","8308","24924","16145","113015","5297","15891","0"
"_2659508932","_101","_2202","_104460040","_3718","_1208251","_1","0","f","4/26/2013 0:00","1","2","1","2.4900000000000002","1","F","16-25","AL","511383","15309","10797","15762","47286","13295","93065","10531","8088","24264","16249","113743","8108","24324","15806","110642","5064","15192","0"
"_2667451007","_65","_3203","_106414464","_13474","_1197502","_12","0","f","3/30/2013 0:00","1","0.75","4","-4.4800000000000004","1","M","16-25","MN","524667","14795","10434","15320","45960","12320","86240","9668","7947","23841","15568","108976","7986","23958","15054","105378","5069","15207","0"
"_2636233025","_98","_1726","_104460040","_7668","_1200581","_22","0","f","4/4/2013 0:00","1","1.25","2","6.9800000000000004","1","M","26-35","TX","531283","15063","10661","15098","45294","13237","92659","10344","8245","24735","15815","110705","8078","24234","15514","108598","5035","15105","0"
"_2672033094","_508","_3509","_103320030","_875","_1200988","_30","0","f","3/28/2013 0:00","1","2","1","2.29","1","F","16-25","ID","562848","16059","10872","15691","47073","13868","97076","10238","8426","25278","15807","110649","8599","25797","16031","112217","5302","15906","0"
"_2633475820","_26","_5619","_107717272","_102504","_1204821","_20","0","f","4/2/2013 0:00","1","1.5","4","10.960000000000001","1","F","26-35","PA","548282","15546","11510","15924","47772","13265","92855","10307","8223","24669","16529","115703","8475","25425","15796","110572","5357","16071","0"
"_2642078197","_360","_3203","_106414464","_13474","_1197502","_10","0","f","3/25/2013 0:00","1","0.75","12","37.079999999999998","1","F","36-45","MD","551330","15613","11020","16175","48525","14132","98924","10676","8569","25707","16288","114016","8545","25635","16911","118377","5289","15867","0"
"_2659530200","_70","_9909","_107127979","_6732","_1194044","_4","0","f","3/15/2013 0:00","1","1","5","28.41","1","M","16-25","FL","570370","16291","11606","16681","50043","14074","98518","10945","9183","27549","17086","119602","8782","26346","16611","116277","5449","16347","0"
"_2667321691","_21","_4401","_105100050","_13791","_1199256","_31","0","f","3/23/2013 0:00","1","2","1","2.4900000000000002","1","F","26-35","IN","497780","14676","10619","15410","46230","13634","95438","10135","8128","24384","15380","107660","8092","24276","15729","110103","5199","15597","0"
"_2672521682","_4","_5619","_107717272","_102504","_1204821","_12","0","f","4/20/2013 0:00","1","1.5","23","89.670000000000002","1","F","36-45","MN","497340","15241","10679","15196","45588","12637","88459","10451","8111","24333","15534","108738","7935","23805","16594","116158","5152","15456","0"
"_2634900944","_360","_5558","_107120272","_5072","_1198274","_18","0","f","3/26/2013 0:00","1","1.5","32","54.32","1","F","26-35","OH","448450","14649","10216","14619","43857","13262","92834","9844","7886","23658","15619","109333","7822","23466","15108","105756","4963","14889","0"
"_2643016056","_101","_2202","_104460040","_3718","_1208251","_18","1","t","4/23/2013 0:00","1","2","48","86.010000000000005","2","F","26-35","OH","448450","14649","10216","14619","43857","13262","92834","9844","7886","23658","15619","109333","7822","23466","15108","105756","4963","14889","1"
"_2662580878","_98","_3203","_106414464","_13474","_1197502","_30","0","f","3/27/2013 0:00","1","0.75","1","7.79","1","F","36-45","ID","459322","15012","10471","14765","44295","13316","93212","9841","7785","23355","15181","106267","7872","23616","15407","107849","5044","15132","0"
"_2668274542","_15","_3203","_106414464","_13474","_1197502","_27","0","f","3/26/2013 0:00","1","0.75","2","3.1800000000000002","1","F","36-45","AZ","509720","15532","10543","15918","47754","13530","94710","10634","8053","24159","15677","109739","8091","24273","16030","112210","5137","15411","0"
"_2627162661","_46","_5558","_107120272","_5072","_1198272","_23","0","f","3/26/2013 0:00","1","1.5","9","58.799999999999997","1","M","36-45","UT","504584","15471","10913","15199","45597","12787","89509","10325","8171","24513","15187","106309","8131","24393","15966","111762","5083","15249","0"
"_2636004245","_101","_5616","_104610040","_15889","_1204576","_11","0","f","4/6/2013 0:00","1","1","5","6.3700000000000001","1","M","26-35","MI","519430","15405","10629","15490","46470","13055","91385","10162","8137","24411","15389","107723","7978","23934","15745","110215","5125","15375","0"
"_2645438477","_89","_3203","_106414464","_13474","_1197502","_2","0","f","3/26/2013 0:00","1","0.75","2","5.9800000000000004","1","F","36-45","AR","485421","15578","10963","15602","46806","13489","94423","10458","8238","24714","16087","112609","8276","24828","15871","111097","5077","15231","0"
"_2652226871","_285","_5616","_104610040","_15889","_1204576","_8","0","f","4/7/2013 0:00","1","1","1","5.5899999999999999","1","M","36-45","KY","534341","15405","10826","14968","44904","13241","92687","9934","7957","23871","16030","112210","7990","23970","15589","109123","5053","15159","0"
"_2667408524","_101","_3203","_106414464","_13474","_1197502","_18","1","t","4/1/2013 0:00","1","0.75","4","12.23","2","M","26-35","OH","521816","15368","10788","15098","45294","13025","91175","10142","8028","24084","15290","107030","8036","24108","15668","109676","4921","14763","1"
"_2625099637","_21","_4401","_105100050","_13791","_1199256","_25","0","f","3/15/2013 0:00","1","2","1","3.9900000000000002","1","F","26-35","WA","537174","16005","11076","15701","47103","13593","95151","10271","8578","25734","16461","115227","8389","25167","15834","110838","5191","15573","0"
"_2643179004","_214","_3203","_106414464","_13474","_1197502","_32","1","t","3/25/2013 0:00","1","0.75","5","22.41","2","F","36-45","ME","514108","14869","10313","15254","45762","13023","91161","10063","7915","23745","15753","110271","7912","23736","15505","108535","5011","15033","1"
"_2622570646","_42","_2202","_104460040","_3718","_1208251","_24","0","f","4/23/2013 0:00","1","2","22","76.019999999999996","1","M","26-35","VA","584019","16037","10773","15678","47034","13858","97006","10667","8488","25464","15969","111783","8604","25812","16581","116067","5169","15507","0"
"_2659628680","_431","_2119","_108079383","_6926","_1208329","_21","0","f","4/24/2013 0:00","1","1","1","4.3899999999999997","1","F","36-45","SC","491276","14897","10845","14857","44571","13033","91231","10346","8565","25695","15589","109123","8020","24060","15731","110117","5066","15198","0"
"_2653552644","_377","_9909","_1089520383","_28840","_1203052","_15","0","f","4/1/2013 0:00","1","1","1","3.1899999999999999","1","M","26-35","NJ","511539","15938","11082","15538","46614","13931","97517","10644","8293","24879","16259","113813","8388","25164","15880","111160","5308","15924","0"
"_2676089849","_191","_1726","_104460040","_7668","_1200581","_10","0","f","4/1/2013 0:00","1","1.25","1","1.99","1","F","16-25","MD","555236","15203","10349","15176","45528","13277","92939","10312","8024","24072","15878","111146","7715","23145","15705","109935","5155","15465","0"
"_2677740735","_96","_3203","_106414464","_13474","_1197502","_18","0","f","3/29/2013 0:00","1","0.75","7","25.129999999999999","1","F","36-45","OH","564409","15996","11340","16000","48000","13961","97727","10796","8673","26019","16930","118510","8416","25248","16622","116354","5310","15930","0"
"_2625377346","_46","_4401","_105100050","_13791","_1199256","_21","0","f","3/15/2013 0:00","1","2","3","12.07","1","F","16-25","SC","550478","16754","11458","16192","48576","14085","98595","11116","8748","26244","16902","118314","8512","25536","16658","116606","5368","16104","0"
"_2638167105","_507","_1703","_104460040","_7668","_1200579","_11","0","f","4/8/2013 0:00","1","1.5","5","54.149999999999999","1","M","16-25","MI","499035","15792","11517","16150","48450","13835","96845","10304","8607","25821","16681","116767","8671","26013","16540","115780","5183","15549","0"
"_2646592070","_40","_3203","_106414464","_13474","_1197502","_20","0","f","3/25/2013 0:00","1","0.75","1","3.9900000000000002","1","F","16-25","PA","462612","14844","10558","14852","44556","12964","90748","9552","7838","23514","15596","109172","7811","23433","15051","105357","5067","15201","0"
"_2654190227","_21","_5558","_107120272","_5072","_1198275","_4","0","f","3/26/2013 0:00","1","1.5","2","7.5800000000000001","1","M","36-45","FL","510934","15913","11165","16402","49206","14163","99141","10665","8324","24972","16454","115178","8822","26466","16724","117068","5105","15315","0"
"_2668957091","_42","_2119","_108079383","_6926","_1208329","_28","1","t","4/24/2013 0:00","1","1","1","2.8300000000000001","2","F","26-35","CO","518335","15966","11044","15603","46809","13890","97230","10207","8448","25344","16766","117362","8443","25329","16608","116256","5347","16041","1"
"_2626485057","_21","_3203","_106414464","_13474","_1197502","_23","0","f","4/3/2013 0:00","1","0.75","1","7.9900000000000002","1","F","16-25","UT","502082","15541","10688","15529","46587","13757","96299","10385","8102","24306","15911","111377","8126","24378","16462","115234","5336","16008","0"
"_2646122432","_285","_3203","_106414464","_13474","_1197502","_14","0","f","3/25/2013 0:00","1","0.75","11","12.470000000000001","1","F","26-35","NE","603645","16364","11301","16509","49527","14765","103355","10864","8984","26952","17046","119322","8963","26889","17285","120995","5459","16377","0"
"_2625421337","_46","_4401","_105100050","_13791","_1199258","_2","0","f","3/17/2013 0:00","1","2","1","4.4900000000000002","1","F","16-25","AR","504640","16099","10854","15568","46704","13353","93471","10168","8030","24090","16168","113176","8224","24672","16112","112784","5256","15768","0"
"_2661579550","_42","_3203","_106414464","_13474","_1197502","_29","0","f","4/22/2013 0:00","1","0.75","3","27.48","1","F","16-25","CT","532804","15982","11041","16145","48435","14171","99197","10969","8693","26079","17030","119210","8725","26175","16337","114359","5396","16188","0"
"_2654463844","_46","_2119","_108079383","_6926","_1208329","_32","1","t","4/22/2013 0:00","1","1","1","3.6899999999999999","2","F","26-35","ME","532723","14606","10678","15230","45690","13010","91070","10050","7981","23943","14986","104902","7843","23529","15295","107065","4851","14553","1"
"_2626480182","_21","_2202","_104460040","_3718","_1208251","_17","0","f","4/27/2013 0:00","1","2","6","95.640000000000001","1","F","36-45","OH","510720","15057","10574","14633","43899","12806","89642","10699","8069","24207","15983","111881","8080","24240","15877","111139","5057","15171","0"
"_2636245389","_211","_2202","_104460040","_3718","_1208251","_18","0","f","4/27/2013 0:00","1","2","1","6.9900000000000002","1","M","26-35","OH","521816","15368","10788","15098","45294","13025","91175","10142","8028","24084","15290","107030","8036","24108","15668","109676","4921","14763","0"
"_2643270295","_46","_3203","_106414464","_13474","_1197502","_12","0","f","4/9/2013 0:00","1","0.75","1","7.4900000000000002","1","F","36-45","MN","497340","15241","10679","15196","45588","12637","88459","10451","8111","24333","15534","108738","7935","23805","16594","116158","5152","15456","0"
"_2650936406","_285","_2119","_108079383","_6926","_1208329","_11","0","f","4/27/2013 0:00","1","1","3","11.970000000000001","1","F","36-45","MI","550245","15990","11317","15887","47661","13905","97335","10849","8611","25833","16973","118811","8662","25986","16856","117992","5247","15741","0"
"_2667080655","_510","_1726","_104460040","_7668","_1200581","_4","0","f","4/4/2013 0:00","1","1.25","5","47.259999999999998","1","M","36-45","FL","510934","15913","11165","16402","49206","14163","99141","10665","8324","24972","16454","115178","8822","26466","16724","117068","5105","15315","0"
"_2621940180","_21","_4401","_105100050","_13791","_1199256","_30","0","f","3/14/2013 0:00","1","2","1","2.6899999999999999","1","M","36-45","ID","507998","15950","10861","15693","47079","13253","92771","10657","8253","24759","16324","114268","8031","24093","15945","111615","5164","15492","0"
"_2642578420","_109","_3203","_106414464","_13474","_1197502","_14","0","f","3/30/2013 0:00","1","0.75","47","125.64","1","M","36-45","NE","520383","15423","11157","15919","47757","13649","95543","10472","8291","24873","15797","110579","8280","24840","16308","114156","5235","15705","0"
"_2621975855","_77","_2119","_108079383","_6926","_1208329","_5","0","f","4/23/2013 0:00","1","1","1","1.5","1","M","36-45","IA","540908","15598","10929","16349","49047","13233","92631","10538","8244","24732","16076","112532","8101","24303","15711","109977","5015","15045","0"
"_2658612024","_109","_3203","_106414464","_13474","_1197502","_19","0","f","3/30/2013 0:00","1","0.75","7","7","1","F","26-35","OK","479346","15639","10626","15468","46404","13418","93926","10432","8008","24024","16281","113967","8025","24075","16381","114667","4974","14922","0"
"_2652787582","_98","_3203","_106414464","_13474","_1197502","_6","1","t","3/25/2013 0:00","1","0.75","3","7.9900000000000002","2","F","26-35","IL","609844","16586","11247","16106","48318","13977","97839","10680","8603","25809","16593","116151","8648","25944","16475","115325","5422","16266","1"
"_2674736468","_21","_6202","_1087744888","_64486","_1208501","_14","0","f","4/28/2013 0:00","1","1.5","8","29.640000000000001","1","F","26-35","NE","603645","16364","11301","16509","49527","14765","103355","10864","8984","26952","17046","119322","8963","26889","17285","120995","5459","16377","0"
"_2681424792","_104","_2202","_104460040","_3718","_1208251","_25","0","f","4/24/2013 0:00","1","2","3","6.5","1","F","16-25","WA","538145","16814","11581","16712","50136","14493","101451","11114","8822","26466","17179","120253","9044","27132","17032","119224","5540","16620","0"
"_2677400364","_77","_2202","_104460040","_3718","_1208251","_20","0","f","4/24/2013 0:00","1","2","9","17.91","1","M","26-35","PA","466593","14985","10342","15110","45330","13112","91784","10044","8053","24159","15802","110614","7971","23913","16029","112203","4983","14949","0"
"_2634549878","_21","_6202","_1087744888","_64486","_1208503","_12","1","t","4/25/2013 0:00","1","1.5","10","31.899999999999999","2","M","26-35","MN","485588","15004","10665","15060","45180","12718","89026","9946","8127","24381","15876","111132","7982","23946","15519","108633","5079","15237","1"
"_2641913039","_96","_6202","_1087744888","_64486","_1208501","_10","0","f","4/25/2013 0:00","1","1.5","8","6.1399999999999997","1","F","26-35","MD","507069","15625","10750","15645","46935","13622","95354","10252","8290","24870","15528","108696","8447","25341","16235","113645","5242","15726","0"
"_2648193597","_230","_3203","_106414464","_13474","_1197502","_12","0","f","3/27/2013 0:00","1","0.75","3","7.5","1","M","16-25","MN","524667","14795","10434","15320","45960","12320","86240","9668","7947","23841","15568","108976","7986","23958","15054","105378","5069","15207","0"
"_2657256406","_46","_3203","_106414464","_13474","_1197502","_25","1","t","3/29/2013 0:00","1","0.75","5","19.870000000000001","2","M","26-35","WA","517404","15870","10961","16142","48426","14099","98693","10534","8434","25302","16573","116011","8592","25776","16654","116578","5329","15987","1"
"_2664461852","_285","_5558","_107120272","_5072","_1198275","_12","0","f","3/27/2013 0:00","1","1.5","1","1.29","1","F","26-35","MN","520502","14704","10113","14850","44550","12627","88389","9997","7784","23352","15348","107436","7760","23280","15464","108248","4788","14364","0"
"_2633365999","_278","_3203","_106414464","_13474","_1197502","_26","0","f","3/25/2013 0:00","1","0.75","1","2.8900000000000001","1","M","16-25","WI","551962","16070","11195","16230","48690","14263","99841","10511","8733","26199","16824","117768","8641","25923","16530","115710","5265","15795","0"
"_2649974386","_40","_3203","_106414464","_13474","_1197502","_17","0","f","3/25/2013 0:00","1","0.75","37","111.17","1","M","16-25","OH","467822","15031","10439","15097","45291","12875","90125","10127","8077","24231","15435","108045","7970","23910","15835","110845","5154","15462","0"
"_2632170496","_104","_4401","_105100050","_13791","_1199256","_2","0","f","3/17/2013 0:00","1","2","1","6.8899999999999997","1","F","36-45","AR","485421","15578","10963","15602","46806","13489","94423","10458","8238","24714","16087","112609","8276","24828","15871","111097","5077","15231","0"
"_2647089784","_191","_3203","_106414464","_13474","_1197502","_18","2","t","3/28/2013 0:00","1","0.75","3","12.48","3","M","26-35","OH","521816","15368","10788","15098","45294","13025","91175","10142","8028","24084","15290","107030","8036","24108","15668","109676","4921","14763","1"
"_2654190530","_21","_2119","_108079383","_6926","_1208329","_30","2","t","4/26/2013 0:00","1","1","4","14.07","3","F","36-45","ID","459322","15012","10471","14765","44295","13316","93212","9841","7785","23355","15181","106267","7872","23616","15407","107849","5044","15132","1"
"_2659468848","_21","_3203","_106414464","_13474","_1197502","_1","0","f","3/25/2013 0:00","1","0.75","7","9.1500000000000004","1","M","16-25","AL","454471","15438","10533","15049","45147","13059","91413","10214","8104","24312","16050","112350","8445","25335","15626","109382","5095","15285","0"
"_2672141128","_16","_2119","_108079383","_6926","_1208329","_4","8","t","4/27/2013 0:00","1","1","1","9.9499999999999993","9","M","36-45","FL","510934","15913","11165","16402","49206","14163","99141","10665","8324","24972","16454","115178","8822","26466","16724","117068","5105","15315","1"
"_2680277148","_83","_1726","_104460040","_7668","_1200581","_15","0","f","4/6/2013 0:00","1","1.25","4","11.16","1","F","36-45","NJ","516518","15743","10883","16151","48453","13611","95277","10440","8369","25107","16074","112518","8425","25275","16515","115605","5254","15762","0"
"_2676062216","_12","_5616","_104610040","_15889","_1204576","_2","0","f","4/20/2013 0:00","1","1","6","34.719999999999999","1","M","36-45","AR","510254","15764","11103","15399","46197","13681","95767","10442","8283","24849","16010","112070","8133","24399","15850","110950","5225","15675","0"
"_2653432674","_285","_2119","_108079383","_6926","_1208329","_32","4","t","4/23/2013 0:00","1","1","1","15","5","M","16-25","ME","526421","15350","11064","15067","45201","13376","93632","10383","8255","24765","15339","107373","8270","24810","16061","112427","5276","15828","1"
"_2646600991","_40","_3203","_106414464","_13474","_1197502","_14","0","f","3/30/2013 0:00","1","0.75","2","6.79","1","M","16-25","NE","509160","16047","10868","15704","47112","13814","96698","10592","8367","25101","16490","115430","8286","24858","16240","113680","5262","15786","0"
"_2666728845","_285","_2119","_108079383","_6926","_1208329","_20","0","f","4/28/2013 0:00","1","1","3","10.08","1","F","36-45","PA","540030","15788","10929","15808","47424","13587","95109","10525","8426","25278","16094","112658","8563","25689","16346","114422","5169","15507","0"
