repeat_flag predicted,repeat_flag_probability,repeat_flag,category,company,brand,l_offer,quantity,offervalue,agg_qty,agg_amt,l_alias_gender,age,state,__of_subscriber,avg___daily_calls_received
0,0.894,1,_3203,_106414464,_13474,_1197502,1,0.75,2,24.49,M,26-35,WI,557816,16334
0,0.249,0,_3203,_106414464,_13474,_1197502,1,0.75,1,4.19,M,36-45,IN,493779,15559
1,0.297,0,_9909,_107127979,_6732,_1194044,1,1,33,75.82,M,36-45,ME,534090,16006
0,0.435,0,_1726,_104460040,_7668,_1200581,1,1.25,13,13,F,26-35,CA,543883,15543
0,0.557,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.89,M,16-25,NE,509160,16047
1,0.95,1,_9909,_107127979,_6732,_1194044,1,1,2,5.38,M,26-35,AL,510045,14703
1,0.58,0,_2119,_108079383,_6926,_1208329,1,1,3,7.17,F,16-25,MD,555236,15203
0,0.545,0,_5616,_104610040,_15889,_1204576,1,1,6,6.67,F,16-25,CT,532804,15982
0,0.111,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.49,M,26-35,LA,497364,15735
0,0.73,1,_2202,_104460040,_3718,_1208251,1,2,1,4.99,M,26-35,IL,481503,14624
0,0.28,0,_4401,_105100050,_13791,_1199258,1,2,88,283.97,F,36-45,SC,491276,14897
0,0.384,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.29,F,36-45,KY,519732,15125
0,0.467,0,_3203,_106414464,_13474,_1197502,1,0.75,11,19.07,F,36-45,NE,510932,15204
0,0.173,0,_4401,_105100050,_13791,_1199256,1,2,4,0,M,26-35,TX,531283,15063
0,0.428,0,_3203,_106414464,_13474,_1197502,1,0.75,2,11.48,M,26-35,MI,519430,15405
0,0.103,0,_1703,_104460040,_7668,_1200578,1,1.5,3,7.37,M,36-45,TX,530746,15736
0,0.3,0,_3203,_106414464,_13474,_1197502,1,0.75,2,1.9,F,36-45,LA,508940,15789
0,0.586,0,_3203,_106414464,_13474,_1197502,1,0.75,7,21.44,F,36-45,PA,540030,15788
0,0.21,0,_3203,_106414464,_13474,_1197502,1,0.75,9,26.01,F,36-45,FL,553216,15425
0,0.374,0,_1726,_104460040,_7668,_1200581,1,1.25,17,56.43,M,36-45,NJ,459696,14493
1,0.938,1,_9909,_107127979,_6732,_1194044,1,1,23,146.97,F,16-25,MD,555236,15203
0,0.73,1,_2202,_104460040,_3718,_1208251,1,2,1,2.99,F,16-25,FL,523296,16138
0,0.117,0,_3203,_106414464,_13474,_1197502,1,0.75,1,4.49,M,26-35,AL,510045,14703
0,0.905,1,_3203,_106414464,_13474,_1197502,1,0.75,1,3.19,F,26-35,ID,560017,15184
0,0.447,0,_3203,_106414464,_13474,_1197502,1,0.75,4,8.68,M,26-35,FL,516096,15861
0,0.335,0,_2202,_104460040,_3718,_1208251,1,2,8,25.72,M,16-25,AZ,506689,15250
0,0.046,0,_2202,_104460040,_3718,_1208252,1,3,1,4.29,M,26-35,IL,481503,14624
0,0.242,0,_3203,_106414464,_13474,_1197502,1,0.75,12,27.22,M,36-45,KY,534341,15405
0,0.65,0,_1726,_104460040,_7668,_1200582,1,1.25,1,3.99,F,36-45,WA,505717,14929
0,0.573,0,_2202,_104460040,_3718,_1208251,1,2,1,3.49,F,16-25,FL,523296,16138
0,0.497,0,_3203,_106414464,_13474,_1197502,1,0.75,2,5,F,36-45,NJ,516518,15743
0,0.209,0,_1726,_104460040,_7668,_1200581,1,1.25,1,1.99,F,16-25,TX,548315,16465
0,0.873,1,_3203,_106414464,_13474,_1197502,1,0.75,4,51.05,F,36-45,ME,514108,14869
0,0.872,1,_2202,_104460040,_3718,_1208252,1,3,1,1.5,F,36-45,UT,537914,15493
0,0.895,1,_3203,_106414464,_13474,_1197502,1,0.75,27,60.54,M,16-25,CO,521540,15728
0,0.274,0,_4401,_105100050,_13791,_1199256,1,2,1,3.39,M,16-25,FL,570370,16291
0,0.266,0,_5558,_107120272,_5072,_1198271,1,1.5,2,7.98,M,26-35,CO,505508,15369
0,0.329,0,_5558,_107120272,_5072,_1198274,1,1.5,4,9.96,M,36-45,NC,529551,15379
0,0.439,0,_6202,_1087744888,_64486,_1208501,1,1.5,2,13.98,F,36-45,IN,490977,14698
0,0.924,1,_9909,_1089520383,_28840,_1203052,1,1,1,3.29,F,16-25,PA,462612,14844
0,0.591,0,_3203,_106414464,_13474,_1197502,1,0.75,3,3,M,36-45,NC,529551,15379
0,0.605,0,_2202,_104460040,_3718,_1208251,1,2,1,6.99,F,26-35,OH,522377,15629
0,0.008,0,_1726,_104460040,_7668,_1200581,1,1.25,1,1.29,F,26-35,ME,532723,14606
0,0.096,0,_4401,_105100050,_13791,_1199256,1,2,1,3.39,F,36-45,NJ,516518,15743
0,0.631,0,_1703,_104460040,_7668,_1200578,1,1.5,4,15.77,F,16-25,AZ,563720,16276
0,0.183,0,_3203,_106414464,_13474,_1197502,1,0.75,3,7.47,M,36-45,UT,504584,15471
0,0.843,1,_3203,_106414464,_13474,_1197502,1,0.75,5,18.45,F,16-25,NY,499716,14844
1,0.935,1,_2119,_108079383,_6926,_1208329,1,1,10,26.5,F,26-35,SC,488453,14928
0,0.596,0,_3203,_106414464,_13474,_1197502,1,0.75,4,0.4,F,36-45,MD,551330,15613
0,0.402,0,_5558,_107120272,_5072,_1198271,1,1.5,10,20,M,26-35,WI,557816,16334
0,0.993,1,_2202,_104460040,_3718,_1208252,1,3,1,9.49,M,26-35,NJ,511539,15938
1,0.982,1,_2119,_108079383,_6926,_1208329,1,1,1,6.99,M,26-35,CO,505508,15369
0,0.345,0,_2202,_104460040,_3718,_1208252,1,3,2,15.98,F,16-25,CA,501278,15143
0,0.549,0,_2202,_104460040,_3718,_1208252,1,3,11,11,M,36-45,WA,572208,15547
0,0.848,1,_2202,_104460040,_3718,_1208251,1,2,11,75.4,F,16-25,NE,558829,15707
0,0.154,0,_4401,_105100050,_13791,_1199258,1,2,1,3.75,M,26-35,IL,481503,14624
1,0.341,0,_2119,_108079383,_6926,_1208329,1,1,1,3.79,F,16-25,NJ,534222,15897
0,0.242,0,_3203,_106414464,_13474,_1197502,1,0.75,10,49.98,F,16-25,CA,501278,15143
0,0.476,0,_3203,_106414464,_13474,_1197502,1,0.75,4,4.68,F,16-25,WI,526724,15751
0,0.423,0,_3203,_106414464,_13474,_1197502,1,0.75,1,4.49,M,26-35,IL,481503,14624
0,0.136,0,_5558,_107120272,_5072,_1198271,1,1.5,1,5.99,M,16-25,CT,580695,15533
0,0.64,0,_1703,_104460040,_7668,_1200578,1,1.5,1,1.79,F,36-45,NE,510932,15204
0,0.476,0,_2119,_108079383,_6926,_1208329,1,1,4,19.27,F,36-45,NC,582264,15795
0,0.151,0,_3203,_106414464,_13474,_1197502,1,0.75,1,19.99,F,36-45,WA,505717,14929
0,0.145,0,_5558,_107120272,_5072,_1198275,1,1.5,1,12.69,M,36-45,FL,510934,15913
0,0.686,1,_5619,_107717272,_102504,_1204822,1,1.5,24,55.44,M,26-35,OK,510791,15442
0,0.01,0,_1726,_104460040,_7668,_1200581,1,1.25,1,3.19,F,16-25,AR,504640,16099
0,0.871,1,_9909,_107127979,_6732,_1194044,1,1,3,7.98,F,16-25,NC,495495,14959
0,0.693,1,_6202,_1087744888,_64486,_1208501,1,1.5,1,1.39,F,36-45,NJ,516518,15743
1,0.881,1,_2202,_104460040,_3718,_1208251,1,2,28,104.06,F,26-35,UT,498601,15191
0,0.878,1,_5616,_104610040,_15889,_1204576,1,1,2,19.58,M,16-25,NJ,539924,16809
0,0.346,0,_5616,_104610040,_15889,_1204576,1,1,2,6,F,26-35,VA,430057,13973
0,0.177,0,_3203,_106414464,_13474,_1197502,1,0.75,22,55.85,F,16-25,NJ,534222,15897
0,0.795,1,_5558,_107120272,_5072,_1198272,1,1.5,1,3.99,F,36-45,CT,534609,16378
0,0.198,0,_5558,_107120272,_5072,_1198274,1,1.5,2,15.98,F,36-45,AL,469383,14668
0,0.466,0,_5558,_107120272,_5072,_1198275,1,1.5,9,24.65,F,16-25,OK,513955,14886
0,0.818,1,_3203,_106414464,_13474,_1197502,1,0.75,1,2,F,16-25,IL,481150,15586
0,0.167,0,_2202,_104460040,_3718,_1208251,1,2,20,77.54,M,26-35,OK,510791,15442
0,0.416,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2,F,36-45,OH,564409,15996
0,0.923,1,_2202,_104460040,_3718,_1208251,1,2,1,3.99,F,26-35,OK,479346,15639
0,0.607,0,_3203,_106414464,_13474,_1197502,1,0.75,1,1.29,F,36-45,KY,519732,15125
0,0.279,0,_3203,_106414464,_13474,_1197502,1,0.75,3,14.79,M,36-45,CA,544706,15392
0,0.668,1,_3203,_106414464,_13474,_1197502,1,0.75,6,18.24,M,16-25,UT,560327,16434
0,0.857,1,_2119,_108079383,_6926,_1208329,1,1,1,1.39,F,36-45,AZ,509720,15532
0,0.425,0,_3203,_106414464,_13474,_1197502,1,0.75,21,84.08,F,36-45,FL,553216,15425
0,0.362,0,_3203,_106414464,_13474,_1197502,1,0.75,1,-1,F,36-45,IL,518627,15672
1,0.785,1,_2119,_108079383,_6926,_1208329,1,1,5,30.45,F,16-25,ME,501902,15260
0,0.835,1,_3203,_106414464,_13474,_1197502,1,0.75,2,6.59,F,16-25,OK,513955,14886
0,0.307,0,_4401,_105100050,_13791,_1199258,1,2,1,1,M,36-45,WA,572208,15547
1,0.852,1,_2119,_108079383,_6926,_1208329,1,1,6,15.54,M,16-25,MD,531718,14784
0,0.653,0,_5619,_107717272,_102504,_1204821,1,1.5,9,17.61,F,16-25,IL,481150,15586
0,0.304,0,_5619,_107717272,_102504,_1204821,1,1.5,2,10.58,F,36-45,WA,505717,14929
0,0.65,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.49,M,16-25,CO,521540,15728
0,0.527,0,_1703,_104460040,_7668,_1200578,1,1.5,2,7.98,M,26-35,NC,529376,15524
0,0.153,0,_2119,_108079383,_6926,_1208329,1,1,1,2.99,F,36-45,KY,519732,15125
0,0.76,1,_9909,_1089520383,_28840,_1203052,1,1,1,7.99,M,26-35,NC,529376,15524
0,0.357,0,_3203,_106414464,_13474,_1197502,1,0.75,4,14.47,M,26-35,KS,545700,14276
1,0.88,1,_2119,_108079383,_6926,_1208329,1,1,1,2.49,F,36-45,ID,459322,15012
0,0.092,0,_2119,_108079383,_6926,_1208329,1,1,3,10.97,F,36-45,KY,519732,15125
0,0.405,0,_3203,_106414464,_13474,_1197502,1,0.75,3,9.59,F,36-45,MN,497340,15241
1,0.511,0,_2119,_108079383,_6926,_1208329,1,1,2,17.98,M,16-25,CA,532044,16657
0,0.649,0,_3203,_106414464,_13474,_1197502,1,0.75,2,4.14,F,36-45,IL,518627,15672
0,0.51,0,_3203,_106414464,_13474,_1197502,1,0.75,3,14.87,F,16-25,ME,501902,15260
0,0.566,0,_2202,_104460040,_3718,_1208252,1,3,5,17.37,M,16-25,MD,531718,14784
0,0.531,0,_3203,_106414464,_13474,_1197502,1,0.75,8,12.62,F,36-45,MD,551330,15613
0,0.598,0,_5558,_107120272,_5072,_1198275,1,1.5,1,1.79,F,36-45,CA,548941,15778
0,0.348,0,_6202,_1087744888,_64486,_1208501,1,1.5,1,3.29,M,26-35,WA,517404,15870
1,0.849,1,_2119,_108079383,_6926,_1208329,1,1,1,1.99,F,36-45,VA,508604,15226
0,0.75,1,_3203,_106414464,_13474,_1197502,1,0.75,3,5.97,M,36-45,AR,510254,15764
0,0.191,0,_2119,_108079383,_6926,_1208329,1,1,3,8.97,M,16-25,NC,577492,15882
0,0.005,0,_2202,_104460040,_3718,_1208251,1,2,1,4.29,M,36-45,IA,540908,15598
0,0.668,1,_2119,_108079383,_6926,_1208329,1,1,13,34.37,M,36-45,OH,519352,15604
0,0.561,0,_2119,_108079383,_6926,_1208329,1,1,10,26.36,F,36-45,NY,499807,15418
0,0.049,0,_2202,_104460040,_3718,_1208251,1,2,12,36.81,M,16-25,OH,551256,16599
0,0.689,1,_3203,_106414464,_13474,_1197502,1,0.75,1,10.99,M,36-45,NE,520383,15423
0,0.527,0,_3203,_106414464,_13474,_1197502,1,0.75,1,1,F,36-45,MD,551330,15613
0,0.037,0,_3203,_106414464,_13474,_1197502,1,0.75,8,21.12,M,36-45,OH,517362,15509
0,0.41,0,_3203,_106414464,_13474,_1197502,1,0.75,13,43.45,M,36-45,UT,504584,15471
0,0.469,0,_2119,_108079383,_6926,_1208329,1,1,2,2,M,26-35,PA,466593,14985
0,0.279,0,_3203,_106414464,_13474,_1197502,1,0.75,1,1.5,M,26-35,OH,542665,15277
0,0.107,0,_3203,_106414464,_13474,_1197502,1,0.75,11,14.21,F,16-25,OH,507340,16407
0,0.132,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.49,M,26-35,NJ,511539,15938
0,0.437,0,_2119,_108079383,_6926,_1208329,1,1,1,4.7,F,26-35,OH,448450,14649
0,0.407,0,_3203,_106414464,_13474,_1197502,1,0.75,1,-0.31,M,36-45,TX,530746,15736
0,0.675,1,_3203,_106414464,_13474,_1197502,1,0.75,10,102.4,M,36-45,VA,498980,14567
0,0.229,0,_3203,_106414464,_13474,_1197502,1,0.75,6,22.94,F,26-35,OK,479346,15639
0,0.997,1,_3203,_106414464,_13474,_1197502,1,0.75,2,3.49,M,36-45,NC,529551,15379
0,0.416,0,_2202,_104460040,_3718,_1208251,1,2,13,45.37,F,26-35,TX,478150,15275
0,0.308,0,_6202,_1087744888,_64486,_1208501,1,1.5,5,37.45,M,36-45,FL,510934,15913
1,0.877,1,_2119,_108079383,_6926,_1208329,1,1,44,129.97,M,36-45,NE,520383,15423
0,0.398,0,_3203,_106414464,_13474,_1197502,1,0.75,3,8.07,M,26-35,IA,506879,16070
0,0.105,0,_4401,_105100050,_13791,_1199258,1,2,10,34.32,M,26-35,OK,510791,15442
0,0.462,0,_3203,_106414464,_13474,_1197502,1,0.75,4,5.96,M,36-45,CO,529257,14882
0,0.705,1,_5558,_107120272,_5072,_1198271,1,1.5,3,13.47,F,36-45,MI,550245,15990
0,0.928,1,_3203,_106414464,_13474,_1197502,1,0.75,5,33.23,M,36-45,FL,510934,15913
0,0.067,0,_4401,_105100050,_13791,_1199256,1,2,5,9,M,26-35,AL,510045,14703
1,0.992,1,_2119,_108079383,_6926,_1208329,1,1,1,2.5,F,16-25,WA,538145,16814
0,0.244,0,_3203,_106414464,_13474,_1197502,1,0.75,10,46.9,M,16-25,PA,481293,14985
1,0.882,1,_2202,_104460040,_3718,_1208251,1,2,3,10.5,M,26-35,ME,548854,15834
0,0.382,0,_3203,_106414464,_13474,_1197502,1,0.75,2,9.78,F,26-35,AZ,525634,14637
0,0.427,0,_3203,_106414464,_13474,_1197502,1,0.75,1,4.29,M,36-45,CO,529257,14882
0,0.581,0,_6202,_1087744888,_64486,_1208501,1,1.5,2,8.28,F,36-45,OH,510720,15057
0,0.857,1,_6202,_1087744888,_64486,_1208501,1,1.5,6,12.47,M,36-45,ID,507998,15950
0,0.091,0,_3504,_104460040,_7668,_1200584,1,1.25,2,2,F,26-35,IA,539430,15849
1,0.247,0,_2202,_104460040,_3718,_1208251,1,2,1,5.59,F,26-35,ME,532723,14606
0,0.39,0,_2202,_104460040,_3718,_1208251,1,2,4,10.69,F,36-45,MI,550245,15990
0,0.613,0,_4401,_105100050,_13791,_1199256,1,2,1,4.99,M,26-35,OK,510791,15442
0,0.157,0,_2202,_104460040,_3718,_1208251,1,2,1,4.99,M,16-25,LA,504807,15249
0,0.827,1,_5558,_107120272,_5072,_1198275,1,1.5,1,4.99,M,26-35,NE,523397,15650
0,0.53,0,_3203,_106414464,_13474,_1197502,1,0.75,9,29.11,F,36-45,LA,508940,15789
0,0.848,1,_2202,_104460040,_3718,_1208251,1,2,2,28.9,F,36-45,NE,510932,15204
0,0.347,0,_3203,_106414464,_13474,_1197502,1,0.75,146,135.41,M,26-35,VA,584019,16037
0,0.846,1,_2202,_104460040,_3718,_1208251,1,2,6,19.96,M,36-45,SC,554821,16439
0,0.06,0,_3203,_106414464,_13474,_1197502,1,0.75,1,3.69,F,16-25,ME,501902,15260
0,0.59,0,_3203,_106414464,_13474,_1197502,1,0.75,1,3.89,M,36-45,NE,520383,15423
0,0.518,0,_3203,_106414464,_13474,_1197502,1,0.75,6,23.96,M,26-35,NJ,511539,15938
0,0.602,0,_5558,_107120272,_5072,_1198274,1,1.5,3,5.78,M,36-45,KS,529882,15734
1,0.759,1,_2202,_104460040,_3718,_1208251,1,2,1,5.99,M,26-35,ME,548854,15834
0,0.294,0,_3203,_106414464,_13474,_1197502,1,0.75,1,1.34,M,36-45,MI,563625,14973
0,0.79,1,_6202,_1087744888,_64486,_1208501,1,1.5,29,34.81,F,16-25,IL,481150,15586
0,0.136,0,_5616,_104610040,_15889,_1204576,1,1,2,14.98,M,16-25,NE,509160,16047
1,0.038,0,_9909,_1089520383,_28840,_1203052,1,1,3,8.98,F,26-35,CT,560457,16588
0,0.527,0,_5619,_107717272,_102504,_1204822,1,1.5,1,5.99,M,16-25,IN,526930,14904
0,0.318,0,_1726,_104460040,_7668,_1200581,1,1.25,2,60,F,16-25,AR,504640,16099
0,0.566,0,_5616,_104610040,_15889,_1204576,1,1,4,22.76,F,36-45,CO,502499,15906
0,0.949,1,_6202,_1087744888,_64486,_1208503,1,1.5,4,10.76,F,16-25,MD,555236,15203
0,0.632,0,_1703,_104460040,_7668,_1200579,1,1.5,4,11.76,M,36-45,CO,529257,14882
0,0.526,0,_2202,_104460040,_3718,_1208251,1,2,3,11.97,M,36-45,VA,498980,14567
0,0.229,0,_9909,_107127979,_6732,_1194044,1,1,14,35.93,F,16-25,OH,518817,14364
0,0.569,0,_3203,_106414464,_13474,_1197502,1,0.75,1,9.49,M,36-45,MI,563625,14973
0,0.922,1,_5558,_107120272,_5072,_1198271,1,1.5,2,7.78,M,36-45,IL,541391,15162
0,0.342,0,_3203,_106414464,_13474,_1197502,1,0.75,15,28.36,M,16-25,OH,551256,16599
0,0.006,0,_3203,_106414464,_13474,_1197502,1,0.75,3,10.77,F,26-35,ME,532723,14606
0,0.652,0,_5558,_107120272,_5072,_1198275,1,1.5,10,17.36,F,36-45,SC,491276,14897
0,0.336,0,_3203,_106414464,_13474,_1197502,1,0.75,2,7.98,M,26-35,NC,529376,15524
0,0.719,1,_3203,_106414464,_13474,_1197502,1,0.75,4,35.16,F,26-35,PA,548282,15546
0,0.892,1,_3203,_106414464,_13474,_1197502,1,0.75,74,353.53,M,36-45,TX,530746,15736
0,0.345,0,_4401,_105100050,_13791,_1199256,1,2,6,15.84,M,16-25,MD,531718,14784
0,0.435,0,_2202,_104460040,_3718,_1208251,1,2,1,7.99,F,16-25,IN,519355,16206
0,0.845,1,_3203,_106414464,_13474,_1197502,1,0.75,16,15.44,M,16-25,VA,518952,15360
0,0.227,0,_3203,_106414464,_13474,_1197502,1,0.75,19,35.81,M,26-35,VA,584019,16037
0,0.504,0,_2119,_108079383,_6926,_1208329,1,1,2,0.06,M,16-25,MI,499035,15792
0,0.578,0,_1703,_104460040,_7668,_1200578,1,1.5,10,56.32,M,36-45,OH,517362,15509
0,0.518,0,_5558,_107120272,_5072,_1198273,1,1.5,4,16.46,F,36-45,UT,537914,15493
0,0.085,0,_3203,_106414464,_13474,_1197502,1,0.75,2,11.28,F,26-35,NY,543544,16517
0,0.761,1,_3203,_106414464,_13474,_1197502,1,0.75,1,9.99,M,16-25,NJ,539924,16809
0,0.055,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.19,F,26-35,VA,430057,13973
0,0.265,0,_2119,_108079383,_6926,_1208329,1,1,2,7.98,F,36-45,IA,523306,15597
0,0.092,0,_5558,_107120272,_5072,_1198272,1,1.5,22,16.4,M,16-25,IA,520152,15922
1,0.549,0,_2119,_108079383,_6926,_1208329,1,1,2,9.5,F,26-35,OK,479346,15639
0,0.695,1,_2202,_104460040,_3718,_1208251,1,2,1,2.49,F,26-35,CA,543883,15543
0,0.712,1,_2119,_108079383,_6926,_1208329,1,1,2,6.61,M,16-25,PA,481293,14985
0,0.874,1,_4401,_105100050,_13791,_1199258,1,2,22,80.12,F,36-45,LA,508940,15789
0,0.009,0,_5616,_104610040,_15889,_1204576,1,1,1,4.99,F,36-45,AL,469383,14668
1,0.902,1,_9909,_107127979,_6732,_1194044,1,1,7,17.99,F,36-45,IL,518627,15672
0,0.382,0,_2119,_108079383,_6926,_1208329,1,1,14,29.92,F,26-35,KY,518269,15011
0,0.492,0,_6202,_1087744888,_64486,_1208501,1,1.5,3,12.98,M,16-25,FL,570370,16291
0,0.331,0,_3203,_106414464,_13474,_1197502,1,0.75,3,14.97,M,36-45,ID,507998,15950
0,0.246,0,_4401,_105100050,_13791,_1199258,1,2,12,40.39,F,36-45,NC,582264,15795
0,0.117,0,_1703,_104460040,_7668,_1200578,1,1.5,1,9.99,M,26-35,AR,530914,15854
1,0.815,1,_2119,_108079383,_6926,_1208329,1,1,2,4.98,F,36-45,NJ,516518,15743
1,0.492,0,_2202,_104460040,_3718,_1208252,1,3,2,2.09,F,26-35,AL,532816,15649
0,0.297,0,_1703,_104460040,_7668,_1200578,1,1.5,6,7.04,M,16-25,VA,518952,15360
