"l_id","chain","category","company","brand","l_offer","l_alias_market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq","l_alias_gender","age","zip","__of_subscriber","avg___daily_calls_received","avg__duration__mins__per_call_received","avg____distinct_numbers_daily_calls_received_from","avg____distinct_numbers_weekly_calls_received_from","avg___daily_calls_made","avg___weekly_calls_made","avg__duration__mins__per_call_made","avg____distinct_numbers_daily_calls_made_to","avg____distinct_numbers_weekly_calls_made_to","__daily_messages_received","__weekly_messages_received","avg____distinct_numbers_daily_msgs_received_from","avg____distinct_numbers_weekly_msgs_received_from","__daily_messages_sent","__weekly_messages_sent","avg____distinct_numbers_daily_msgs_sent_to","avg____distinct_numbers_weekly_msgs_sent_to","repeat_flag"
"2682802327","214","2119","108079383","6926","1208329","8","5","t","4/25/2013 0:00","1","1","3","8.9700000000000006","6","F",">45","21798","126","19","8","11","33","18","126","20","10","30","18","126","3","9","18","126","8","24","1"
"2663639191","40","4401","105100050","13791","1199256","23","0","f","3/15/2013 0:00","1","2","1","2.79","1","F",">45","21863","271","3","20","30","90","24","168","6","7","21","2","14","8","24","29","203","8","24","0"
"2623952257","166","9909","1089520383","28840","1203052","14","14","t","4/3/2013 0:00","1","1","2","15.57","15","F",">45","22060","479","16","13","2","6","24","168","7","4","12","19","133","10","30","28","196","9","27","1"
"2654187773","85","3203","106414464","13474","1197502","22","0","f","3/26/2013 0:00","1","0.75","2","5.1799999999999997","1","F",">45","23079","23","23","19","17","51","17","119","9","5","15","21","147","8","24","17","119","3","9","0"
"2646713115","240","5619","107717272","102504","1204822","12","0","f","4/2/2013 0:00","1","1.5","1","3.9900000000000002","1","F",">45","23236","1394","15","16","4","12","10","70","9","3","9","16","112","5","15","23","161","6","18","0"
"2677326165","21","2119","108079383","6926","1208329","10","0","f","4/23/2013 0:00","1","1","31","66.709999999999994","1","F",">45","23294","948","3","9","14","42","8","56","13","7","21","12","84","10","30","4","28","8","24","0"
"2654190367","21","6202","1087744888","64486","1208501","10","0","f","4/24/2013 0:00","1","1.5","2","3.79","1","M","16-25","77065","1907","3","10","27","81","17","119","3","15","45","6","42","6","18","24","168","5","15","0"
"2660956582","21","5558","107120272","5072","1198272","10","0","f","3/27/2013 0:00","1","1.5","1","0.98999999999999999","1","M","16-25","77065","1907","3","10","27","81","17","119","3","15","45","6","42","6","18","24","168","5","15","0"
"2625183934","65","4401","105100050","13791","1199258","26","0","f","3/25/2013 0:00","1","2","16","33.039999999999999","1","F",">45","20057","209","30","17","18","54","14","98","10","6","18","15","105","8","24","2","14","0","0","0"
"2671152605","46","3203","106414464","13474","1197502","15","0","f","3/28/2013 0:00","1","0.75","2","4.4800000000000004","1","F",">45","20197","99","2","10","12","36","9","63","2","9","27","7","49","8","24","19","133","9","27","0"
"2651469151","101","3203","106414464","13474","1197502","20","0","f","3/26/2013 0:00","1","0.75","1","5.9900000000000002","1","F",">45","20260","0","15","20","21","63","4","28","17","2","6","14","98","1","3","13","91","9","27","0"
"2643798213","285","5558","107120272","5072","1198271","33","2","t","3/25/2013 0:00","1","1.5","4","5.96","3","F",">45","23304","3","4","5","25","75","17","119","16","7","21","12","84","10","30","18","126","10","30","1"
"2648700702","285","5558","107120272","5072","1198272","33","1","t","3/27/2013 0:00","1","1.5","10","15.92","2","F",">45","23310","255","9","18","28","84","2","14","12","8","24","14","98","15","45","22","154","6","18","1"
"2659470985","21","4401","105100050","13791","1199258","10","0","f","3/29/2013 0:00","1","2","2","2.7799999999999998","1","F",">45","23337","20","17","18","30","90","2","14","10","7","21","19","133","5","15","18","126","9","27","0"
"2639281815","96","2119","108079383","6926","1208329","27","7","t","4/26/2013 0:00","1","1","8","11.359999999999999","8","M","16-25","77502","2051","18","16","23","69","4","28","10","12","36","9","63","8","24","15","105","0","0","1"
"2638895428","510","1726","104460040","7668","1200581","96","0","f","4/13/2013 0:00","1","1.25","5","14.65","1","M","16-25","77640","911","13","16","0","0","20","140","10","6","18","28","196","9","27","11","77","7","21","0"
"2656694414","21","2119","108079383","6926","1208329","10","0","f","4/24/2013 0:00","1","1","1","3","1","F",">45","22306","1745","21","4","14","42","11","77","5","5","15","7","49","2","6","5","35","5","15","0"
"2626516261","104","5619","107717272","102504","1204821","2","0","f","4/6/2013 0:00","1","1.5","1","2.4900000000000002","1","F",">45","22657","591","20","15","25","75","10","70","20","14","42","27","189","6","18","6","42","7","21","0"
"2655057136","24","9909","1089520383","28840","1203052","9","0","f","4/7/2013 0:00","1","1","5","30.75","1","F",">45","22820","11","13","2","23","69","13","91","14","13","39","18","126","12","36","14","98","10","30","0"
"2665844020","21","3203","106414464","13474","1197502","10","0","f","4/6/2013 0:00","1","0.75","11","20.91","1","F",">45","23337","20","17","18","30","90","2","14","10","7","21","19","133","5","15","18","126","9","27","0"
"2646713115","240","5619","107717272","102504","1204822","12","0","f","4/2/2013 0:00","1","1.5","1","3.9900000000000002","1","F",">45","22932","404","14","17","8","24","16","112","15","7","21","24","168","2","6","22","154","10","30","0"
"2626784417","98","2119","108079383","6926","1208329","8","12","t","4/23/2013 0:00","1","1","2","7.3600000000000003","13","F",">45","21798","126","19","8","11","33","18","126","20","10","30","18","126","3","9","18","126","8","24","1"
"2670970294","98","3203","106414464","13474","1197502","8","0","f","3/25/2013 0:00","1","0.75","5","4.4500000000000002","1","F",">45","21915","163","16","18","7","21","5","35","12","9","27","10","70","2","6","7","49","3","9","0"
"2682802327","214","2119","108079383","6926","1208329","8","5","t","4/25/2013 0:00","1","1","3","8.9700000000000006","6","F",">45","22211","34","20","5","6","18","15","105","0","11","33","21","147","14","42","19","133","1","3","1"
"2671152605","46","3203","106414464","13474","1197502","15","0","f","3/28/2013 0:00","1","0.75","2","4.4800000000000004","1","F",">45","23231","1872","19","6","0","0","10","70","19","4","12","29","203","10","30","4","28","1","3","0"
"2630941798","21","2119","108079383","6926","1208329","10","0","f","4/27/2013 0:00","1","1","6","14.24","1","F",">45","23294","948","3","9","14","42","8","56","13","7","21","12","84","10","30","4","28","8","24","0"
"2651575688","98","2119","108079383","6926","1208329","8","1","t","4/22/2013 0:00","1","1","1","3.79","2","F",">45","22211","34","20","5","6","18","15","105","0","11","33","21","147","14","42","19","133","1","3","1"
"2625103390","21","2202","104460040","3718","1208251","10","0","f","4/27/2013 0:00","1","2","3","4.96","1","M","16-25","77065","1907","3","10","27","81","17","119","3","15","45","6","42","6","18","24","168","5","15","0"
"2648193597","230","3203","106414464","13474","1197502","6","0","f","3/27/2013 0:00","1","0.75","3","7.5","1","M","16-25","77356","1322","29","14","17","51","16","112","9","3","9","11","77","5","15","23","161","7","21","0"
"2661091310","98","2202","104460040","3718","1208251","8","0","f","4/29/2013 0:00","1","2","2","5.9900000000000002","1","F",">45","20187","823","10","15","17","51","12","84","10","4","12","20","140","12","36","24","168","3","9","0"
"2624133097","46","5558","107120272","5072","1198273","15","0","f","3/25/2013 0:00","1","1.5","4","11.98","1","F",">45","20197","99","2","10","12","36","9","63","2","9","27","7","49","8","24","19","133","9","27","0"
"2639463818","360","6202","1087744888","64486","1208501","37","1","t","4/25/2013 0:00","1","1.5","14","22.899999999999999","2","F",">45","20601","1304","3","20","20","60","17","119","4","3","9","4","28","7","21","19","133","7","21","1"
"2646122167","285","3504","104460040","7668","1200584","33","0","f","4/7/2013 0:00","1","1.25","11","29.190000000000001","1","F",">45","23304","3","4","5","25","75","17","119","16","7","21","12","84","10","30","18","126","10","30","0"
"2646121137","285","3203","106414464","13474","1197502","33","0","f","3/25/2013 0:00","1","0.75","3","8.9700000000000006","1","F",">45","23310","255","9","18","28","84","2","14","12","8","24","14","98","15","45","22","154","6","18","0"
"2664571178","377","9909","1089520383","28840","1203052","9","0","f","4/1/2013 0:00","1","1","4","7.0599999999999996","1","M","16-25","77417","132","18","13","6","18","14","98","14","15","45","5","35","13","39","12","84","0","0","0"
"2657270028","46","5616","104610040","15889","1204576","15","2","t","4/4/2013 0:00","1","1","2","19.579999999999998","3","M","16-25","77564","107","14","11","0","0","16","112","19","8","24","13","91","1","3","12","84","10","30","1"
"2639208953","26","2119","108079383","6926","1208329","16","0","f","4/22/2013 0:00","1","1","3","8.9700000000000006","1","M","16-25","77655","19","19","14","9","27","25","175","15","12","36","1","7","3","9","5","35","0","0","0"
"2646704270","21","4401","105100050","13791","1199256","10","0","f","3/16/2013 0:00","1","2","6","20.940000000000001","1","F",">45","22306","1745","21","4","14","42","11","77","5","5","15","7","49","2","6","5","35","5","15","0"
"2663639191","40","4401","105100050","13791","1199256","23","0","f","3/15/2013 0:00","1","2","1","2.79","1","F",">45","22732","10","22","7","9","27","2","14","8","13","39","5","35","11","33","9","63","6","18","0"
"2677744673","96","3203","106414464","13474","1197502","27","0","f","3/28/2013 0:00","1","0.75","1","8.7899999999999991","1","F",">45","22830","95","19","7","22","66","3","21","9","12","36","24","168","12","36","30","210","7","21","0"
"2671048209","96","3203","106414464","13474","1197502","27","0","f","3/27/2013 0:00","1","0.75","1","0.89000000000000001","1","M","16-25","77034","1818","12","3","7","21","16","112","14","6","18","3","21","12","36","30","210","1","3","0"
"2648236413","42","3203","106414464","13474","1197502","20","0","f","3/30/2013 0:00","1","0.75","18","77.319999999999993","1","F",">45","20009","2591","24","15","27","81","4","28","20","1","3","6","42","6","18","7","49","2","6","0"
"2656238755","109","3203","106414464","13474","1197502","1","0","f","3/28/2013 0:00","1","0.75","1","3.1899999999999999","1","F",">45","20169","1069","7","7","2","6","2","14","2","2","6","21","147","7","21","10","70","5","15","0"
"2663843007","166","9909","1089520383","28840","1203052","14","2","t","4/4/2013 0:00","1","1","1","2.29","3","F",">45","19943","616","14","15","14","42","1","7","1","7","21","10","70","14","42","25","175","10","30","1"
"2682614073","21","4401","105100050","13791","1199256","10","0","f","3/16/2013 0:00","1","2","6","15.84","1","F",">45","20011","3160","7","18","15","45","4","28","19","12","36","28","196","1","3","3","21","2","6","0"
"2648233608","42","3203","106414464","13474","1197502","20","0","f","4/6/2013 0:00","1","0.75","1","3.79","1","F",">45","20024","621","9","10","28","84","18","126","5","14","42","22","154","14","42","22","154","5","15","0"
"2655571354","96","2119","108079383","6926","1208329","27","1","t","4/27/2013 0:00","1","1","1","7.9900000000000002","2","F",">45","20737","1116","20","6","3","9","5","35","8","15","45","22","154","13","39","17","119","5","15","1"
"2648694437","285","2119","108079383","6926","1208329","33","0","f","4/22/2013 0:00","1","1","3","7.7800000000000002","1","F",">45","20744","2738","19","14","7","21","13","91","5","14","42","10","70","4","12","24","168","8","24","0"
"2673755475","206","2202","104460040","3718","1208251","21","0","f","4/25/2013 0:00","1","2","1","5.9900000000000002","1","F",">45","21153","17","26","20","13","39","25","175","4","4","12","23","161","2","6","6","42","0","0","0"
"2641521382","507","3203","106414464","13474","1197502","96","1","t","3/25/2013 0:00","1","0.75","4","8","2","F",">45","20602","1347","0","17","10","30","22","154","18","3","9","22","154","14","42","6","42","3","9","1"
"2646122399","285","3203","106414464","13474","1197502","33","0","f","4/17/2013 0:00","1","0.75","4","3.5600000000000001","1","F",">45","20688","98","21","10","1","3","7","49","20","8","24","2","14","8","24","23","161","8","24","0"
"2666725935","285","3203","106414464","13474","1197502","33","0","f","4/6/2013 0:00","1","0.75","21","79.590000000000003","1","F",">45","20735","1912","26","18","26","78","10","70","20","13","39","17","119","12","36","6","42","1","3","0"
"2646700814","21","3203","106414464","13474","1197502","10","0","f","4/17/2013 0:00","1","0.75","4","17.359999999999999","1","F",">45","21224","2653","23","3","22","66","6","42","14","11","33","12","84","2","6","29","203","4","12","0"
"2656694414","21","2119","108079383","6926","1208329","10","0","f","4/24/2013 0:00","1","1","1","3","1","F",">45","21224","2653","23","3","22","66","6","42","14","11","33","12","84","2","6","29","203","4","12","0"
"2641303918","285","1726","104460040","7668","1200581","33","0","f","4/2/2013 0:00","1","1.25","2","3.6800000000000002","1","F",">45","20735","1912","26","18","26","78","10","70","20","13","39","17","119","12","36","6","42","1","3","0"
"2636209277","165","3203","106414464","13474","1197502","21","0","f","4/16/2013 0:00","1","0.75","15","84.450000000000003","1","F",">45","20762","160","22","3","2","6","20","140","5","2","6","12","84","2","6","19","133","4","12","0"
"2641521382","507","3203","106414464","13474","1197502","96","1","t","3/25/2013 0:00","1","0.75","4","8","2","F",">45","20879","1315","26","15","6","18","14","98","9","15","45","18","126","5","15","14","98","1","3","1"
"2639206733","165","3203","106414464","13474","1197502","21","0","f","3/28/2013 0:00","1","0.75","14","15.26","1","F",">45","21658","208","4","19","3","9","19","133","4","1","3","27","189","1","3","12","84","0","0","0"
"2632937731","285","5558","107120272","5072","1198274","33","0","f","3/25/2013 0:00","1","1.5","3","4.0700000000000003","1","F",">45","21671","40","1","12","17","51","22","154","6","15","45","18","126","5","15","1","7","9","27","0"
"2624133097","46","5558","107120272","5072","1198273","15","0","f","3/25/2013 0:00","1","1.5","4","11.98","1","F",">45","21705","0","27","9","1","3","4","28","7","1","3","10","70","14","42","14","98","6","18","0"
"2680116908","16","3203","106414464","13474","1197502","10","0","f","3/26/2013 0:00","1","0.75","10","35.509999999999998","1","M","16-25","76210","2136","21","5","3","9","17","119","3","3","9","3","21","4","12","29","203","10","30","0"
"2659056976","510","3203","106414464","13474","1197502","96","0","f","4/5/2013 0:00","1","0.75","2","9.3800000000000008","1","M","16-25","76448","303","19","11","29","87","25","175","1","2","6","17","119","14","42","7","49","3","9","0"
"2639281815","96","2119","108079383","6926","1208329","27","7","t","4/26/2013 0:00","1","1","8","11.359999999999999","8","M","16-25","76599","105","30","9","2","6","25","175","3","7","21","28","196","13","39","28","196","0","0","1"
"2642989496","100","2202","104460040","3718","1208251","10","0","f","4/26/2013 0:00","1","2","8","25.719999999999999","1","M","16-25","76652","58","25","7","9","27","11","77","0","6","18","14","98","10","30","12","84","7","21","0"
"2677656865","89","3203","106414464","13474","1197502","16","1","t","4/6/2013 0:00","1","0.75","27","60.539999999999999","2","M","16-25","76678","14","29","4","25","75","17","119","2","4","12","13","91","5","15","12","84","5","15","1"
"2648700702","285","5558","107120272","5072","1198272","33","1","t","3/27/2013 0:00","1","1.5","10","15.92","2","F",">45","21850","150","13","8","21","63","11","77","18","2","6","9","63","5","15","29","203","7","21","1"
"2646713115","240","5619","107717272","102504","1204822","12","0","f","4/2/2013 0:00","1","1.5","1","3.9900000000000002","1","F",">45","21861","40","24","20","18","54","10","70","6","5","15","25","175","9","27","7","49","6","18","0"
"2632342788","96","5616","104610040","15889","1204576","27","1","t","4/8/2013 0:00","1","1","8","20.219999999999999","2","F",">45","22207","1669","14","13","23","69","12","84","10","13","39","1","7","9","27","6","42","10","30","1"
"2665845374","21","4401","105100050","13791","1199256","10","0","f","3/15/2013 0:00","1","2","7","19.550000000000001","1","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","0"
"2656970083","83","2119","108079383","6926","1208329","15","0","f","4/22/2013 0:00","1","1","3","7.5700000000000003","1","M","16-25","77004","1765","9","4","14","42","1","7","13","12","36","14","98","8","24","23","161","10","30","0"
"2664571178","377","9909","1089520383","28840","1203052","9","0","f","4/1/2013 0:00","1","1","4","7.0599999999999996","1","M","16-25","76233","174","23","7","29","87","23","161","11","7","21","23","161","1","3","5","35","0","0","0"
"2626579666","64","9909","107127979","6732","1194044","21","1","t","3/5/2013 0:00","1","1","1","4.9900000000000002","2","M","16-25","76622","54","18","19","16","48","13","91","4","15","45","22","154","8","24","20","140","3","9","1"
"2680218549","64","2119","108079383","6926","1208329","21","0","f","4/27/2013 0:00","1","1","2","17.98","1","M","16-25","76827","23","12","20","8","24","9","63","14","9","27","15","105","1","3","5","35","3","9","0"
"2682754762","431","2202","104460040","3718","1208251","35","0","f","4/24/2013 0:00","1","2","12","36.810000000000002","1","M","16-25","77022","1596","28","9","15","45","13","91","6","9","27","5","35","11","33","21","147","7","21","0"
"2682614073","21","4401","105100050","13791","1199256","10","0","f","3/16/2013 0:00","1","2","6","15.84","1","F",">45","22546","855","13","19","22","66","15","105","4","13","39","30","210","9","27","22","154","6","18","0"
"2655258927","508","1726","104460040","7668","1200582","96","0","f","3/30/2013 0:00","1","1.25","2","3.98","1","F",">45","21155","127","9","6","6","18","8","56","8","7","21","6","42","6","18","26","182","1","3","0"
"2625294330","214","3203","106414464","13474","1197502","8","0","f","3/25/2013 0:00","1","0.75","5","-5","1","F",">45","21250","172","11","10","13","39","18","126","5","7","21","19","133","2","6","13","91","3","9","0"
"2623802030","77","2119","108079383","6926","1208329","37","0","f","4/27/2013 0:00","1","1","1","1.5","1","F",">45","21538","38","10","17","29","87","15","105","9","5","15","25","175","7","21","3","21","5","15","0"
"2668106495","46","1726","104460040","7668","1200581","15","0","f","4/4/2013 0:00","1","1.25","6","20.940000000000001","1","F",">45","21647","15","16","13","25","75","9","63","12","10","30","4","28","8","24","1","7","6","18","0"
"2625183934","65","4401","105100050","13791","1199258","26","0","f","3/25/2013 0:00","1","2","16","33.039999999999999","1","F",">45","21703","1774","13","17","25","75","6","42","18","13","39","8","56","7","21","25","175","3","9","0"
"2630941798","21","2119","108079383","6926","1208329","10","0","f","4/27/2013 0:00","1","1","6","14.24","1","F",">45","21781","7","25","13","14","42","17","119","6","2","6","27","189","4","12","7","49","0","0","0"
"2648700702","285","5558","107120272","5072","1198272","33","1","t","3/27/2013 0:00","1","1.5","10","15.92","2","F",">45","22715","58","24","12","22","66","11","77","8","12","36","12","84","6","18","8","56","9","27","1"
"2673755475","206","2202","104460040","3718","1208251","21","0","f","4/25/2013 0:00","1","2","1","5.9900000000000002","1","F",">45","22902","1146","0","17","21","63","16","112","7","7","21","20","140","1","3","1","7","7","21","0"
"2677746574","96","6202","1087744888","64486","1208503","27","1","t","4/24/2013 0:00","1","1.5","1","2.4900000000000002","2","F",">45","22960","578","12","12","17","51","4","28","1","7","21","18","126","4","12","15","105","7","21","1"
"2621936486","21","3203","106414464","13474","1197502","10","6","t","3/26/2013 0:00","1","0.75","1","5.9900000000000002","7","M","16-25","76652","58","25","7","9","27","11","77","0","6","18","14","98","10","30","12","84","7","21","1"
"2636225670","211","1726","104460040","7668","1200581","24","0","f","4/2/2013 0:00","1","1.25","1","-0.5","1","M","16-25","76670","74","5","8","23","69","3","21","8","10","30","6","42","1","3","15","105","6","18","0"
"2639921985","285","3504","104460040","7668","1200584","33","0","f","4/2/2013 0:00","1","1.25","12","20.18","1","F",">45","21850","150","13","8","21","63","11","77","18","2","6","9","63","5","15","29","203","7","21","0"
"2629499842","240","6202","1087744888","64486","1208501","12","0","f","4/28/2013 0:00","1","1.5","3","-7.5","1","F",">45","21861","40","24","20","18","54","10","70","6","5","15","25","175","9","27","7","49","6","18","0"
"2632343494","96","3203","106414464","13474","1197502","27","0","f","3/29/2013 0:00","1","0.75","4","15.960000000000001","1","F",">45","22207","1669","14","13","23","69","12","84","10","13","39","1","7","9","27","6","42","10","30","0"
"2673522569","21","6202","1087744888","64486","1208503","10","0","f","4/26/2013 0:00","1","1.5","10","30.420000000000002","1","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","0"
"2663290037","109","3203","106414464","13474","1197502","1","0","f","4/3/2013 0:00","1","0.75","1","2.4900000000000002","1","M","16-25","76941","72","1","9","12","36","11","77","0","11","33","4","28","2","6","26","182","10","30","0"
"2677744673","96","3203","106414464","13474","1197502","27","0","f","3/28/2013 0:00","1","0.75","1","8.7899999999999991","1","F",">45","22207","1669","14","13","23","69","12","84","10","13","39","1","7","9","27","6","42","10","30","0"
"2662695566","46","3203","106414464","13474","1197502","15","0","f","3/27/2013 0:00","1","0.75","7","45.140000000000001","1","M","16-25","76541","1037","21","14","28","84","25","175","9","8","24","19","133","6","18","24","168","1","3","0"
"2678038628","4","3203","106414464","13474","1197502","1","0","f","3/25/2013 0:00","1","0.75","1","3.29","1","M","16-25","76708","1321","27","8","25","75","11","77","13","8","24","10","70","3","9","1","7","0","0","0"
"2629528353","101","2202","104460040","3718","1208251","20","1","t","4/28/2013 0:00","1","2","7","14.57","2","M","16-25","77018","1380","25","5","29","87","6","42","19","12","36","8","56","7","21","4","28","7","21","1"
"2646700814","21","3203","106414464","13474","1197502","10","0","f","4/17/2013 0:00","1","0.75","4","17.359999999999999","1","F",">45","22546","855","13","19","22","66","15","105","4","13","39","30","210","9","27","22","154","6","18","0"
"2656694414","21","2119","108079383","6926","1208329","10","0","f","4/24/2013 0:00","1","1","1","3","1","F",">45","22546","855","13","19","22","66","15","105","4","13","39","30","210","9","27","22","154","6","18","0"
"2661091310","98","2202","104460040","3718","1208251","8","0","f","4/29/2013 0:00","1","2","2","5.9900000000000002","1","F",">45","21250","172","11","10","13","39","18","126","5","7","21","19","133","2","6","13","91","3","9","0"
"2622249258","46","3203","106414464","13474","1197502","15","1","t","3/25/2013 0:00","1","0.75","2","25.489999999999998","2","F",">45","21409","1083","16","5","2","6","10","70","13","13","39","14","98","5","15","10","70","0","0","1"
"2659787160","46","3203","106414464","13474","1197502","15","0","f","3/30/2013 0:00","1","0.75","117","144.74000000000001","1","F",">45","21647","15","16","13","25","75","9","63","12","10","30","4","28","8","24","1","7","6","18","0"
"2626516261","104","5619","107717272","102504","1204821","2","0","f","4/6/2013 0:00","1","1.5","1","2.4900000000000002","1","F",">45","21678","124","8","18","24","72","8","56","7","15","45","14","98","2","6","26","182","0","0","0"
"2659470985","21","4401","105100050","13791","1199258","10","0","f","3/29/2013 0:00","1","2","2","2.7799999999999998","1","F",">45","21781","7","25","13","14","42","17","119","6","2","6","27","189","4","12","7","49","0","0","0"
"2639921985","285","3504","104460040","7668","1200584","33","0","f","4/2/2013 0:00","1","1.25","12","20.18","1","F",">45","22715","58","24","12","22","66","11","77","8","12","36","12","84","6","18","8","56","9","27","0"
"2622091383","63","2119","108079383","6926","1208329","14","1","t","4/22/2013 0:00","1","1","3","7.3700000000000001","2","F",">45","22720","57","30","15","10","30","3","21","9","14","42","30","210","10","30","24","168","1","3","1"
"2632342788","96","5616","104610040","15889","1204576","27","1","t","4/8/2013 0:00","1","1","8","20.219999999999999","2","F",">45","22960","578","12","12","17","51","4","28","1","7","21","18","126","4","12","15","105","7","21","1"
"2639463818","360","6202","1087744888","64486","1208501","37","1","t","4/25/2013 0:00","1","1.5","14","22.899999999999999","2","F",">45","21826","261","19","12","1","3","18","126","3","5","15","21","147","8","24","9","63","5","15","1"
"2626784417","98","2119","108079383","6926","1208329","8","12","t","4/23/2013 0:00","1","1","2","7.3600000000000003","13","F",">45","21915","163","16","18","7","21","5","35","12","9","27","10","70","2","6","7","49","3","9","1"
"2673613758","65","4401","105100050","13791","1199256","26","0","f","3/16/2013 0:00","1","2","2","8.9800000000000004","1","F",">45","22989","6","16","1","13","39","6","42","19","13","39","15","105","7","21","21","147","7","21","0"
"2639354507","46","5616","104610040","15889","1204576","15","0","f","4/4/2013 0:00","1","1","1","2.4900000000000002","1","F",">45","23231","1872","19","6","0","0","10","70","19","4","12","29","203","10","30","4","28","1","3","0"
"2659470136","21","4401","105100050","13791","1199256","10","0","f","3/13/2013 0:00","1","2","63","155.66999999999999","1","F",">45","23294","948","3","9","14","42","8","56","13","7","21","12","84","10","30","4","28","8","24","0"
"2629492706","21","3203","106414464","13474","1197502","10","2","t","3/29/2013 0:00","1","0.75","6","18.239999999999998","3","M","16-25","77065","1907","3","10","27","81","17","119","3","15","45","6","42","6","18","24","168","5","15","1"
"2673522569","21","6202","1087744888","64486","1208503","10","0","f","4/26/2013 0:00","1","1.5","10","30.420000000000002","1","M","16-25","77065","1907","3","10","27","81","17","119","3","15","45","6","42","6","18","24","168","5","15","0"
"2680149892","104","3203","106414464","13474","1197502","2","0","f","4/8/2013 0:00","1","0.75","2","5.4800000000000004","1","M","16-25","77379","3809","12","17","2","6","6","42","10","3","9","23","161","4","12","12","84","9","27","0"
"2682802327","214","2119","108079383","6926","1208329","8","5","t","4/25/2013 0:00","1","1","3","8.9700000000000006","6","F",">45","20187","823","10","15","17","51","12","84","10","4","12","20","140","12","36","24","168","3","9","1"
"2648236413","42","3203","106414464","13474","1197502","20","0","f","3/30/2013 0:00","1","0.75","18","77.319999999999993","1","F",">45","20260","0","15","20","21","63","4","28","17","2","6","14","98","1","3","13","91","9","27","0"
"2628319712","285","2119","108079383","6926","1208329","33","0","f","4/25/2013 0:00","1","1","5","20.850000000000001","1","F",">45","23304","3","4","5","25","75","17","119","16","7","21","12","84","10","30","18","126","10","30","0"
"2648699720","285","5558","107120272","5072","1198274","33","0","f","3/25/2013 0:00","1","1.5","1","6.9900000000000002","1","F",">45","23310","255","9","18","28","84","2","14","12","8","24","14","98","15","45","22","154","6","18","0"
"2646122399","285","3203","106414464","13474","1197502","33","0","f","4/17/2013 0:00","1","0.75","4","3.5600000000000001","1","F",">45","23310","255","9","18","28","84","2","14","12","8","24","14","98","15","45","22","154","6","18","0"
"2643168721","96","5616","104610040","15889","1204576","27","0","f","4/5/2013 0:00","1","1","4","6.2000000000000002","1","M","16-25","77502","2051","18","16","23","69","4","28","10","12","36","9","63","8","24","15","105","0","0","0"
"2635508824","507","4401","105100050","13791","1199256","96","0","f","3/16/2013 0:00","1","2","1","3.3900000000000001","1","M","16-25","77640","911","13","16","0","0","20","140","10","6","18","28","196","9","27","11","77","7","21","0"
"2629493800","21","2119","108079383","6926","1208329","10","0","f","4/28/2013 0:00","1","1","6","7.1399999999999997","1","F",">45","22306","1745","21","4","14","42","11","77","5","5","15","7","49","2","6","5","35","5","15","0"
"2628579132","24","9909","1089520383","28840","1203052","9","0","f","4/14/2013 0:00","1","1","1","3.1000000000000001","1","F",">45","22480","38","27","6","18","54","5","35","4","11","33","29","203","3","9","26","182","5","15","0"
"2663843007","166","9909","1089520383","28840","1203052","14","2","t","4/4/2013 0:00","1","1","1","2.29","3","F",">45","22741","9","5","6","28","84","13","91","18","13","39","22","154","11","33","22","154","9","27","1"
"2642986233","21","6202","1087744888","64486","1208503","10","0","f","4/24/2013 0:00","1","1.5","1","1.5","1","F",">45","23337","20","17","18","30","90","2","14","10","7","21","19","133","5","15","18","126","9","27","0"
"2639208953","26","2119","108079383","6926","1208329","16","0","f","4/22/2013 0:00","1","1","3","8.9700000000000006","1","M","16-25","76629","107","23","13","7","21","23","161","14","3","9","21","147","9","27","5","35","0","0","0"
"2620536230","21","4401","105100050","13791","1199256","10","1","t","3/26/2013 0:00","1","2","2","9.9800000000000004","2","M","16-25","76652","58","25","7","9","27","11","77","0","6","18","14","98","10","30","12","84","7","21","1"
"2655395565","21","2119","108079383","6926","1208329","10","4","t","4/23/2013 0:00","1","1","3","15.970000000000001","5","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","1"
"2648694944","285","5616","104610040","15889","1204576","33","0","f","4/8/2013 0:00","1","1","1","2.79","1","F",">45","21850","150","13","8","21","63","11","77","18","2","6","9","63","5","15","29","203","7","21","0"
"2673755475","206","2202","104460040","3718","1208251","21","0","f","4/25/2013 0:00","1","2","1","5.9900000000000002","1","F",">45","22152","1541","5","18","22","66","8","56","20","14","42","3","21","3","9","10","70","3","9","0"
"2625101982","21","6202","1087744888","64486","1208501","10","0","f","4/27/2013 0:00","1","1.5","1","4.4900000000000002","1","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","0"
"2632163947","21","2119","108079383","6926","1208329","10","0","f","4/25/2013 0:00","1","1","13","34.909999999999997","1","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","0"
"2662695566","46","3203","106414464","13474","1197502","15","0","f","3/27/2013 0:00","1","0.75","7","45.140000000000001","1","M","16-25","77004","1765","9","4","14","42","1","7","13","12","36","14","98","8","24","23","161","10","30","0"
