LocationAbbr,LocationDesc,Data_Value,Rate
NE,Buffalo,0,-8730
NE,Buffalo,0,-8729
SD,Buffalo,0,-8728
SD,Buffalo,0,-8727
SD,Buffalo,0,-8726
SD,Buffalo,0,-8725
SD,Buffalo,0,-8724
SD,Buffalo,0,-8723
SD,Buffalo,0,-8722
SD,Buffalo,0,-8721
SD,Buffalo,0,-8720
SD,Buffalo,0,-8719
SD,Buffalo,0,-8718
SD,Buffalo,0,-8717
WI,Buffalo,0,-8716
WI,Buffalo,0,-8715
WI,Buffalo,0,-8714
WI,Buffalo,0,-8713
WI,Buffalo,0,-8712
WI,Buffalo,0,-8711
WI,Buffalo,0,-8710
WI,Buffalo,0,-8709
WI,Buffalo,0,-8708
WI,Buffalo,0,-8707
WI,Buffalo,0,-8706
WI,Buffalo,0,-8705
KY,Bullitt,0,-8704
KY,Bullitt,0,-8703
KY,Bullitt,0,-8702
KY,Bullitt,0,-8701
KY,Bullitt,0,-8700
KY,Bullitt,0,-8699
GA,Bulloch,0,-8698
GA,Bulloch,0,-8697
GA,Bulloch,0,-8696
GA,Bulloch,0,-8695
GA,Bulloch,0,-8694
GA,Bulloch,0,-8693
GA,Bulloch,0,-8692
GA,Bulloch,0,-8691
GA,Bulloch,0,-8690
AL,Bullock,0,-8689
AL,Bullock,0,-8688
AL,Bullock,0,-8687
AL,Bullock,0,-8686
AL,Bullock,0,-8685
AL,Bullock,0,-8684
AL,Bullock,0,-8683
AL,Bullock,0,-8682
AL,Bullock,0,-8681
NC,Buncombe,0,-8680
NC,Buncombe,0,-8679
NC,Buncombe,0,-8678
NC,Buncombe,0,-8677
NC,Buncombe,0,-8676
IL,Bureau,0,-8675
IL,Bureau,0,-8674
IL,Bureau,0,-8673
IL,Bureau,0,-8672
IL,Bureau,0,-8671
IL,Bureau,0,-8670
IL,Bureau,0,-8669
IL,Bureau,0,-8668
IL,Bureau,0,-8667
IL,Bureau,0,-8666
GA,Burke,0,-8665
GA,Burke,0,-8664
GA,Burke,0,-8663
GA,Burke,0,-8662
GA,Burke,0,-8661
GA,Burke,0,-8660
GA,Burke,0,-8659
GA,Burke,0,-8658
GA,Burke,0,-8657
NC,Burke,0,-8656
NC,Burke,0,-8655
NC,Burke,0,-8654
NC,Burke,0,-8653
NC,Burke,0,-8652
NC,Burke,0,-8651
NC,Burke,0,-8650
NC,Burke,0,-8649
ND,Burke,0,-8648
ND,Burke,0,-8647
ND,Burke,0,-8646
ND,Burke,0,-8645
ND,Burke,0,-8644
ND,Burke,0,-8643
ND,Burke,0,-8642
ND,Burke,0,-8641
ND,Burke,0,-8640
ND,Burke,0,-8639
ND,Burke,0,-8638
ND,Burke,0,-8637
ND,Burleigh,0,-8636
ND,Burleigh,0,-8635
ND,Burleigh,0,-8634
ND,Burleigh,0,-8633
ND,Burleigh,0,-8632
ND,Burleigh,0,-8631
ND,Burleigh,0,-8630
ND,Burleigh,0,-8629
ND,Burleigh,0,-8628
ND,Burleigh,0,-8627
ND,Burleigh,0,-8626
ND,Burleigh,0,-8625
TX,Burleson,0,-8624
TX,Burleson,0,-8623
TX,Burleson,0,-8622
TX,Burleson,0,-8621
TX,Burleson,0,-8620
TX,Burleson,0,-8619
NJ,Burlington,0,-8618
NJ,Burlington,0,-8617
TX,Burnet,0,-8616
TX,Burnet,0,-8615
TX,Burnet,0,-8614
WI,Burnett,0,-8613
WI,Burnett,0,-8612
WI,Burnett,0,-8611
WI,Burnett,0,-8610
WI,Burnett,0,-8609
WI,Burnett,0,-8608
WI,Burnett,0,-8607
WI,Burnett,0,-8606
WI,Burnett,0,-8605
WI,Burnett,0,-8604
WI,Burnett,0,-8603
WI,Burnett,0,-8602
NE,Burt,0,-8601
NE,Burt,0,-8600
NE,Burt,0,-8599
NE,Burt,0,-8598
NE,Burt,0,-8597
NE,Burt,0,-8596
NE,Burt,0,-8595
NE,Burt,0,-8594
NE,Burt,0,-8593
NE,Burt,0,-8592
NE,Burt,0,-8591
NE,Burt,0,-8590
AL,Butler,0,-8589
AL,Butler,0,-8588
AL,Butler,0,-8587
AL,Butler,0,-8586
AL,Butler,0,-8585
AL,Butler,0,-8584
AL,Butler,0,-8583
AL,Butler,0,-8582
AL,Butler,0,-8581
IA,Butler,0,-8580
IA,Butler,0,-8579
IA,Butler,0,-8578
IA,Butler,0,-8577
IA,Butler,0,-8576
IA,Butler,0,-8575
IA,Butler,0,-8574
IA,Butler,0,-8573
IA,Butler,0,-8572
KS,Butler,0,-8571
KS,Butler,0,-8570
KY,Butler,0,-8569
KY,Butler,0,-8568
KY,Butler,0,-8567
KY,Butler,0,-8566
KY,Butler,0,-8565
KY,Butler,0,-8564
KY,Butler,0,-8563
KY,Butler,0,-8562
KY,Butler,0,-8561
KY,Butler,0,-8560
MO,Butler,0,-8559
MO,Butler,0,-8558
MO,Butler,0,-8557
MO,Butler,0,-8556
MO,Butler,0,-8555
MO,Butler,0,-8554
MO,Butler,0,-8553
MO,Butler,0,-8552
MO,Butler,0,-8551
NE,Butler,0,-8550
NE,Butler,0,-8549
NE,Butler,0,-8548
NE,Butler,0,-8547
NE,Butler,0,-8546
NE,Butler,0,-8545
NE,Butler,0,-8544
NE,Butler,0,-8543
NE,Butler,0,-8542
NE,Butler,0,-8541
NE,Butler,0,-8540
OH,Butler,0,-8539
OH,Butler,0,-8538
OH,Butler,0,-8537
PA,Butler,0,-8536
PA,Butler,0,-8535
PA,Butler,0,-8534
PA,Butler,0,-8533
CA,Butte,0,-8532
CA,Butte,0,-8531
ID,Butte,0,-8530
ID,Butte,0,-8529
ID,Butte,0,-8528
ID,Butte,0,-8527
ID,Butte,0,-8526
ID,Butte,0,-8525
ID,Butte,0,-8524
ID,Butte,0,-8523
ID,Butte,0,-8522
ID,Butte,0,-8521
ID,Butte,0,-8520
ID,Butte,0,-8519
SD,Butte,0,-8518
SD,Butte,0,-8517
SD,Butte,0,-8516
SD,Butte,0,-8515
SD,Butte,0,-8514
SD,Butte,0,-8513
SD,Butte,0,-8512
SD,Butte,0,-8511
SD,Butte,0,-8510
SD,Butte,0,-8509
SD,Butte,0,-8508
SD,Butte,0,-8507
GA,Butts,0,-8506
GA,Butts,0,-8505
GA,Butts,0,-8504
GA,Butts,0,-8503
GA,Butts,0,-8502
GA,Butts,0,-8501
GA,Butts,0,-8500
GA,Butts,0,-8499
NC,Cabarrus,0,-8498
NC,Cabarrus,0,-8497
NC,Cabarrus,0,-8496
WV,Cabell,0,-8495
WV,Cabell,0,-8494
WV,Cabell,0,-8493
WV,Cabell,0,-8492
WV,Cabell,0,-8491
WV,Cabell,0,-8490
WV,Cabell,0,-8489
WV,Cabell,0,-8488
WV,Cabell,0,-8487
PR,Cabo Rojo Municipio,0,-8486
PR,Cabo Rojo Municipio,0,-8485
PR,Cabo Rojo Municipio,0,-8484
PR,Cabo Rojo Municipio,0,-8483
PR,Cabo Rojo Municipio,0,-8482
PR,Cabo Rojo Municipio,0,-8481
PR,Cabo Rojo Municipio,0,-8480
PR,Cabo Rojo Municipio,0,-8479
PR,Cabo Rojo Municipio,0,-8478
PR,Cabo Rojo Municipio,0,-8477
PR,Cabo Rojo Municipio,0,-8476
PR,Cabo Rojo Municipio,0,-8475
PR,Cabo Rojo Municipio,0,-8474
PR,Cabo Rojo Municipio,0,-8473
PR,Cabo Rojo Municipio,0,-8472
UT,Cache,0,-8471
UT,Cache,0,-8470
UT,Cache,0,-8469
UT,Cache,0,-8468
UT,Cache,0,-8467
UT,Cache,0,-8466
UT,Cache,0,-8465
UT,Cache,0,-8464
UT,Cache,0,-8463
OK,Caddo,0,-8462
OK,Caddo,0,-8461
OK,Caddo,0,-8460
OK,Caddo,0,-8459
LA,Caddo Parish,0,-8458
LA,Caddo Parish,0,-8457
LA,Caddo Parish,0,-8456
LA,Caddo Parish,0,-8455
LA,Caddo Parish,0,-8454
LA,Caddo Parish,0,-8453
LA,Caddo Parish,0,-8452
PR,Caguas Municipio,0,-8451
PR,Caguas Municipio,0,-8450
PR,Caguas Municipio,0,-8449
PR,Caguas Municipio,0,-8448
PR,Caguas Municipio,0,-8447
PR,Caguas Municipio,0,-8446
PR,Caguas Municipio,0,-8445
PR,Caguas Municipio,0,-8444
PR,Caguas Municipio,0,-8443
PR,Caguas Municipio,0,-8442
PR,Caguas Municipio,0,-8441
PR,Caguas Municipio,0,-8440
PR,Caguas Municipio,0,-8439
PR,Caguas Municipio,0,-8438
PR,Caguas Municipio,0,-8437
CA,Calaveras,0,-8436
LA,Calcasieu Parish,0,-8435
LA,Calcasieu Parish,0,-8434
LA,Calcasieu Parish,0,-8433
LA,Calcasieu Parish,0,-8432
LA,Calcasieu Parish,0,-8431
LA,Calcasieu Parish,0,-8430
LA,Calcasieu Parish,0,-8429
LA,Calcasieu Parish,0,-8428
KY,Caldwell,0,-8427
KY,Caldwell,0,-8426
KY,Caldwell,0,-8425
KY,Caldwell,0,-8424
KY,Caldwell,0,-8423
KY,Caldwell,0,-8422
KY,Caldwell,0,-8421
KY,Caldwell,0,-8420
KY,Caldwell,0,-8419
MO,Caldwell,0,-8418
MO,Caldwell,0,-8417
MO,Caldwell,0,-8416
MO,Caldwell,0,-8415
MO,Caldwell,0,-8414
MO,Caldwell,0,-8413
MO,Caldwell,0,-8412
MO,Caldwell,0,-8411
MO,Caldwell,0,-8410
MO,Caldwell,0,-8409
MO,Caldwell,0,-8408
MO,Caldwell,0,-8407
NC,Caldwell,0,-8406
NC,Caldwell,0,-8405
NC,Caldwell,0,-8404
NC,Caldwell,0,-8403
NC,Caldwell,0,-8402
NC,Caldwell,0,-8401
NC,Caldwell,0,-8400
NC,Caldwell,0,-8399
TX,Caldwell,0,-8398
TX,Caldwell,0,-8397
TX,Caldwell,0,-8396
LA,Caldwell Parish,0,-8395
LA,Caldwell Parish,0,-8394
LA,Caldwell Parish,0,-8393
LA,Caldwell Parish,0,-8392
LA,Caldwell Parish,0,-8391
LA,Caldwell Parish,0,-8390
LA,Caldwell Parish,0,-8389
LA,Caldwell Parish,0,-8388
LA,Caldwell Parish,0,-8387
VT,Caledonia,0,-8386
VT,Caledonia,0,-8385
VT,Caledonia,0,-8384
VT,Caledonia,0,-8383
VT,Caledonia,0,-8382
VT,Caledonia,0,-8381
VT,Caledonia,0,-8380
VT,Caledonia,0,-8379
VT,Caledonia,0,-8378
VT,Caledonia,0,-8377
VT,Caledonia,0,-8376
VT,Caledonia,0,-8375
AL,Calhoun,0,-8374
AL,Calhoun,0,-8373
AL,Calhoun,0,-8372
AL,Calhoun,0,-8371
AL,Calhoun,0,-8370
AL,Calhoun,0,-8369
AL,Calhoun,0,-8368
AL,Calhoun,0,-8367
AL,Calhoun,0,-8366
AR,Calhoun,0,-8365
AR,Calhoun,0,-8364
AR,Calhoun,0,-8363
AR,Calhoun,0,-8362
AR,Calhoun,0,-8361
AR,Calhoun,0,-8360
AR,Calhoun,0,-8359
AR,Calhoun,0,-8358
AR,Calhoun,0,-8357
FL,Calhoun,0,-8356
FL,Calhoun,0,-8355
FL,Calhoun,0,-8354
FL,Calhoun,0,-8353
FL,Calhoun,0,-8352
FL,Calhoun,0,-8351
FL,Calhoun,0,-8350
FL,Calhoun,0,-8349
GA,Calhoun,0,-8348
GA,Calhoun,0,-8347
GA,Calhoun,0,-8346
GA,Calhoun,0,-8345
GA,Calhoun,0,-8344
GA,Calhoun,0,-8343
GA,Calhoun,0,-8342
GA,Calhoun,0,-8341
GA,Calhoun,0,-8340
IA,Calhoun,0,-8339
IA,Calhoun,0,-8338
IA,Calhoun,0,-8337
IA,Calhoun,0,-8336
IA,Calhoun,0,-8335
IA,Calhoun,0,-8334
IA,Calhoun,0,-8333
IA,Calhoun,0,-8332
IA,Calhoun,0,-8331
IA,Calhoun,0,-8330
IA,Calhoun,0,-8329
IA,Calhoun,0,-8328
IL,Calhoun,0,-8327
IL,Calhoun,0,-8326
IL,Calhoun,0,-8325
IL,Calhoun,0,-8324
IL,Calhoun,0,-8323
IL,Calhoun,0,-8322
IL,Calhoun,0,-8321
IL,Calhoun,0,-8320
IL,Calhoun,0,-8319
MI,Calhoun,0,-8318
MI,Calhoun,0,-8317
MI,Calhoun,0,-8316
MI,Calhoun,0,-8315
MI,Calhoun,0,-8314
MS,Calhoun,0,-8313
MS,Calhoun,0,-8312
MS,Calhoun,0,-8311
MS,Calhoun,0,-8310
MS,Calhoun,0,-8309
MS,Calhoun,0,-8308
MS,Calhoun,0,-8307
MS,Calhoun,0,-8306
MS,Calhoun,0,-8305
SC,Calhoun,0,-8304
SC,Calhoun,0,-8303
SC,Calhoun,0,-8302
SC,Calhoun,0,-8301
SC,Calhoun,0,-8300
SC,Calhoun,0,-8299
TX,Calhoun,0,-8298
TX,Calhoun,0,-8297
TX,Calhoun,0,-8296
TX,Calhoun,0,-8295
TX,Calhoun,0,-8294
TX,Calhoun,0,-8293
WV,Calhoun,0,-8292
WV,Calhoun,0,-8291
WV,Calhoun,0,-8290
WV,Calhoun,0,-8289
WV,Calhoun,0,-8288
WV,Calhoun,0,-8287
WV,Calhoun,0,-8286
WV,Calhoun,0,-8285
WV,Calhoun,0,-8284
WV,Calhoun,0,-8283
WV,Calhoun,0,-8282
WV,Calhoun,0,-8281
TX,Callahan,0,-8280
TX,Callahan,0,-8279
TX,Callahan,0,-8278
TX,Callahan,0,-8277
TX,Callahan,0,-8276
TX,Callahan,0,-8275
MO,Callaway,0,-8274
MO,Callaway,0,-8273
MO,Callaway,0,-8272
MO,Callaway,0,-8271
MO,Callaway,0,-8270
MO,Callaway,0,-8269
MO,Callaway,0,-8268
MO,Callaway,0,-8267
MO,Callaway,0,-8266
KY,Calloway,0,-8265
KY,Calloway,0,-8264
KY,Calloway,0,-8263
KY,Calloway,0,-8262
KY,Calloway,0,-8261
KY,Calloway,0,-8260
KY,Calloway,0,-8259
KY,Calloway,0,-8258
KY,Calloway,0,-8257
WI,Calumet,0,-8256
WI,Calumet,0,-8255
WI,Calumet,0,-8254
WI,Calumet,0,-8253
WI,Calumet,0,-8252
MD,Calvert,0,-8251
MD,Calvert,0,-8250
MD,Calvert,0,-8249
ID,Camas,0,-8248
ID,Camas,0,-8247
ID,Camas,0,-8246
ID,Camas,0,-8245
ID,Camas,0,-8244
ID,Camas,0,-8243
ID,Camas,0,-8242
ID,Camas,0,-8241
ID,Camas,0,-8240
ID,Camas,0,-8239
ID,Camas,0,-8238
ID,Camas,0,-8237
PA,Cambria,0,-8236
PA,Cambria,0,-8235
PA,Cambria,0,-8234
PA,Cambria,0,-8233
PA,Cambria,0,-8232
PA,Cambria,0,-8231
PA,Cambria,0,-8230
PA,Cambria,0,-8229
PA,Cambria,0,-8228
GA,Camden,0,-8227
GA,Camden,0,-8226
GA,Camden,0,-8225
GA,Camden,0,-8224
GA,Camden,0,-8223
GA,Camden,0,-8222
GA,Camden,0,-8221
GA,Camden,0,-8220
GA,Camden,0,-8219
MO,Camden,0,-8218
MO,Camden,0,-8217
MO,Camden,0,-8216
MO,Camden,0,-8215
MO,Camden,0,-8214
MO,Camden,0,-8213
MO,Camden,0,-8212
MO,Camden,0,-8211
MO,Camden,0,-8210
MO,Camden,0,-8209
MO,Camden,0,-8208
MO,Camden,0,-8207
NC,Camden,0,-8206
NC,Camden,0,-8205
NC,Camden,0,-8204
NC,Camden,0,-8203
NC,Camden,0,-8202
NC,Camden,0,-8201
NC,Camden,0,-8200
NC,Camden,0,-8199
NC,Camden,0,-8198
NJ,Camden,0,-8197
NJ,Camden,0,-8196
NJ,Camden,0,-8195
PA,Cameron,0,-8194
PA,Cameron,0,-8193
PA,Cameron,0,-8192
PA,Cameron,0,-8191
PA,Cameron,0,-8190
PA,Cameron,0,-8189
PA,Cameron,0,-8188
PA,Cameron,0,-8187
PA,Cameron,0,-8186
PA,Cameron,0,-8185
PA,Cameron,0,-8184
PA,Cameron,0,-8183
TX,Cameron,0,-8182
TX,Cameron,0,-8181
TX,Cameron,0,-8180
TX,Cameron,0,-8179
TX,Cameron,0,-8178
TX,Cameron,0,-8177
TX,Cameron,0,-8176
TX,Cameron,0,-8175
TX,Cameron,0,-8174
LA,Cameron Parish,0,-8173
LA,Cameron Parish,0,-8172
LA,Cameron Parish,0,-8171
LA,Cameron Parish,0,-8170
LA,Cameron Parish,0,-8169
LA,Cameron Parish,0,-8168
LA,Cameron Parish,0,-8167
LA,Cameron Parish,0,-8166
TX,Camp,0,-8165
TX,Camp,0,-8164
TX,Camp,0,-8163
TX,Camp,0,-8162
TX,Camp,0,-8161
TX,Camp,0,-8160
TX,Camp,0,-8159
TX,Camp,0,-8158
TX,Camp,0,-8157
KY,Campbell,0,-8156
KY,Campbell,0,-8155
KY,Campbell,0,-8154
KY,Campbell,0,-8153
KY,Campbell,0,-8152
KY,Campbell,0,-8151
KY,Campbell,0,-8150
SD,Campbell,0,-8149
SD,Campbell,0,-8148
SD,Campbell,0,-8147
SD,Campbell,0,-8146
SD,Campbell,0,-8145
SD,Campbell,0,-8144
SD,Campbell,0,-8143
SD,Campbell,0,-8142
SD,Campbell,0,-8141
SD,Campbell,0,-8140
TN,Campbell,0,-8139
TN,Campbell,0,-8138
TN,Campbell,0,-8137
TN,Campbell,0,-8136
TN,Campbell,0,-8135
TN,Campbell,0,-8134
TN,Campbell,0,-8133
TN,Campbell,0,-8132
TN,Campbell,0,-8131
TN,Campbell,0,-8130
TN,Campbell,0,-8129
VA,Campbell,0,-8128
VA,Campbell,0,-8127
VA,Campbell,0,-8126
VA,Campbell,0,-8125
VA,Campbell,0,-8124
VA,Campbell,0,-8123
VA,Campbell,0,-8122
VA,Campbell,0,-8121
VA,Campbell,0,-8120
WY,Campbell,0,-8119
WY,Campbell,0,-8118
WY,Campbell,0,-8117
WY,Campbell,0,-8116
WY,Campbell,0,-8115
WY,Campbell,0,-8114
WY,Campbell,0,-8113
WY,Campbell,0,-8112
WY,Campbell,0,-8111
WY,Campbell,0,-8110
WY,Campbell,0,-8109
WY,Campbell,0,-8108
PR,Camuy Municipio,0,-8107
PR,Camuy Municipio,0,-8106
PR,Camuy Municipio,0,-8105
PR,Camuy Municipio,0,-8104
PR,Camuy Municipio,0,-8103
PR,Camuy Municipio,0,-8102
PR,Camuy Municipio,0,-8101
PR,Camuy Municipio,0,-8100
PR,Camuy Municipio,0,-8099
PR,Camuy Municipio,0,-8098
PR,Camuy Municipio,0,-8097
PR,Camuy Municipio,0,-8096
PR,Camuy Municipio,0,-8095
PR,Camuy Municipio,0,-8094
PR,Camuy Municipio,0,-8093
GA,Candler,0,-8092
GA,Candler,0,-8091
GA,Candler,0,-8090
GA,Candler,0,-8089
GA,Candler,0,-8088
GA,Candler,0,-8087
GA,Candler,0,-8086
GA,Candler,0,-8085
GA,Candler,0,-8084
TN,Cannon,0,-8083
TN,Cannon,0,-8082
TN,Cannon,0,-8081
TN,Cannon,0,-8080
TN,Cannon,0,-8079
TN,Cannon,0,-8078
TN,Cannon,0,-8077
TN,Cannon,0,-8076
TN,Cannon,0,-8075
TN,Cannon,0,-8074
TN,Cannon,0,-8073
PR,Canovanas Municipio,0,-8072
PR,Canovanas Municipio,0,-8071
PR,Canovanas Municipio,0,-8070
PR,Canovanas Municipio,0,-8069
PR,Canovanas Municipio,0,-8068
PR,Canovanas Municipio,0,-8067
PR,Canovanas Municipio,0,-8066
PR,Canovanas Municipio,0,-8065
PR,Canovanas Municipio,0,-8064
PR,Canovanas Municipio,0,-8063
PR,Canovanas Municipio,0,-8062
PR,Canovanas Municipio,0,-8061
PR,Canovanas Municipio,0,-8060
PR,Canovanas Municipio,0,-8059
PR,Canovanas Municipio,0,-8058
ID,Canyon,0,-8057
ID,Canyon,0,-8056
ID,Canyon,0,-8055
ID,Canyon,0,-8054
ID,Canyon,0,-8053
ID,Canyon,0,-8052
ID,Canyon,0,-8051
ID,Canyon,0,-8050
MO,Cape Girardeau,0,-8049
MO,Cape Girardeau,0,-8048
MO,Cape Girardeau,0,-8047
MO,Cape Girardeau,0,-8046
MO,Cape Girardeau,0,-8045
MO,Cape Girardeau,0,-8044
MO,Cape Girardeau,0,-8043
MO,Cape Girardeau,0,-8042
MO,Cape Girardeau,0,-8041
NJ,Cape May,0,-8040
NJ,Cape May,0,-8039
NJ,Cape May,0,-8038
MT,Carbon,0,-8037
MT,Carbon,0,-8036
MT,Carbon,0,-8035
MT,Carbon,0,-8034
MT,Carbon,0,-8033
MT,Carbon,0,-8032
MT,Carbon,0,-8031
MT,Carbon,0,-8030
MT,Carbon,0,-8029
PA,Carbon,0,-8028
PA,Carbon,0,-8027
PA,Carbon,0,-8026
PA,Carbon,0,-8025
PA,Carbon,0,-8024
UT,Carbon,0,-8023
UT,Carbon,0,-8022
UT,Carbon,0,-8021
UT,Carbon,0,-8020
UT,Carbon,0,-8019
UT,Carbon,0,-8018
UT,Carbon,0,-8017
UT,Carbon,0,-8016
UT,Carbon,0,-8015
WY,Carbon,0,-8014
WY,Carbon,0,-8013
WY,Carbon,0,-8012
WY,Carbon,0,-8011
WY,Carbon,0,-8010
WY,Carbon,0,-8009
WY,Carbon,0,-8008
ID,Caribou,0,-8007
ID,Caribou,0,-8006
ID,Caribou,0,-8005
ID,Caribou,0,-8004
ID,Caribou,0,-8003
ID,Caribou,0,-8002
ID,Caribou,0,-8001
ID,Caribou,0,-8000
ID,Caribou,0,-7999
ID,Caribou,0,-7998
ID,Caribou,0,-7997
KY,Carlisle,0,-7996
KY,Carlisle,0,-7995
KY,Carlisle,0,-7994
KY,Carlisle,0,-7993
KY,Carlisle,0,-7992
KY,Carlisle,0,-7991
KY,Carlisle,0,-7990
KY,Carlisle,0,-7989
KY,Carlisle,0,-7988
KY,Carlisle,0,-7987
MN,Carlton,0,-7986
MN,Carlton,0,-7985
MN,Carlton,0,-7984
MN,Carlton,0,-7983
MN,Carlton,0,-7982
MN,Carlton,0,-7981
MN,Carlton,0,-7980
MN,Carlton,0,-7979
MN,Carlton,0,-7978
MN,Carlton,0,-7977
MN,Carlton,0,-7976
PR,Carolina Municipio,0,-7975
PR,Carolina Municipio,0,-7974
PR,Carolina Municipio,0,-7973
PR,Carolina Municipio,0,-7972
PR,Carolina Municipio,0,-7971
PR,Carolina Municipio,0,-7970
PR,Carolina Municipio,0,-7969
PR,Carolina Municipio,0,-7968
PR,Carolina Municipio,0,-7967
PR,Carolina Municipio,0,-7966
PR,Carolina Municipio,0,-7965
PR,Carolina Municipio,0,-7964
PR,Carolina Municipio,0,-7963
PR,Carolina Municipio,0,-7962
PR,Carolina Municipio,0,-7961
MD,Caroline,0,-7960
MD,Caroline,0,-7959
MD,Caroline,0,-7958
MD,Caroline,0,-7957
MD,Caroline,0,-7956
MD,Caroline,0,-7955
MD,Caroline,0,-7954
MD,Caroline,0,-7953
VA,Caroline,0,-7952
VA,Caroline,0,-7951
VA,Caroline,0,-7950
VA,Caroline,0,-7949
VA,Caroline,0,-7948
VA,Caroline,0,-7947
VA,Caroline,0,-7946
VA,Caroline,0,-7945
VA,Caroline,0,-7944
AR,Carroll,0,-7943
AR,Carroll,0,-7942
AR,Carroll,0,-7941
AR,Carroll,0,-7940
AR,Carroll,0,-7939
AR,Carroll,0,-7938
AR,Carroll,0,-7937
AR,Carroll,0,-7936
AR,Carroll,0,-7935
GA,Carroll,0,-7934
GA,Carroll,0,-7933
GA,Carroll,0,-7932
IA,Carroll,0,-7931
IA,Carroll,0,-7930
IA,Carroll,0,-7929
IA,Carroll,0,-7928
IA,Carroll,0,-7927
IA,Carroll,0,-7926
IA,Carroll,0,-7925
IA,Carroll,0,-7924
IA,Carroll,0,-7923
IA,Carroll,0,-7922
IA,Carroll,0,-7921
IA,Carroll,0,-7920
IL,Carroll,0,-7919
IL,Carroll,0,-7918
IL,Carroll,0,-7917
IL,Carroll,0,-7916
IL,Carroll,0,-7915
IL,Carroll,0,-7914
IL,Carroll,0,-7913
IL,Carroll,0,-7912
IL,Carroll,0,-7911
IL,Carroll,0,-7910
IN,Carroll,0,-7909
IN,Carroll,0,-7908
IN,Carroll,0,-7907
IN,Carroll,0,-7906
IN,Carroll,0,-7905
IN,Carroll,0,-7904
IN,Carroll,0,-7903
IN,Carroll,0,-7902
KY,Carroll,0,-7901
KY,Carroll,0,-7900
KY,Carroll,0,-7899
KY,Carroll,0,-7898
KY,Carroll,0,-7897
KY,Carroll,0,-7896
KY,Carroll,0,-7895
KY,Carroll,0,-7894
KY,Carroll,0,-7893
KY,Carroll,0,-7892
KY,Carroll,0,-7891
KY,Carroll,0,-7890
MD,Carroll,0,-7889
MD,Carroll,0,-7888
MD,Carroll,0,-7887
MO,Carroll,0,-7886
MO,Carroll,0,-7885
MO,Carroll,0,-7884
MO,Carroll,0,-7883
MO,Carroll,0,-7882
MO,Carroll,0,-7881
MO,Carroll,0,-7880
MO,Carroll,0,-7879
MO,Carroll,0,-7878
MO,Carroll,0,-7877
MO,Carroll,0,-7876
MS,Carroll,0,-7875
MS,Carroll,0,-7874
MS,Carroll,0,-7873
MS,Carroll,0,-7872
MS,Carroll,0,-7871
MS,Carroll,0,-7870
MS,Carroll,0,-7869
MS,Carroll,0,-7868
MS,Carroll,0,-7867
NH,Carroll,0,-7866
NH,Carroll,0,-7865
NH,Carroll,0,-7864
NH,Carroll,0,-7863
NH,Carroll,0,-7862
NH,Carroll,0,-7861
NH,Carroll,0,-7860
NH,Carroll,0,-7859
NH,Carroll,0,-7858
NH,Carroll,0,-7857
NH,Carroll,0,-7856
NH,Carroll,0,-7855
OH,Carroll,0,-7854
OH,Carroll,0,-7853
OH,Carroll,0,-7852
OH,Carroll,0,-7851
OH,Carroll,0,-7850
OH,Carroll,0,-7849
OH,Carroll,0,-7848
OH,Carroll,0,-7847
OH,Carroll,0,-7846
TN,Carroll,0,-7845
TN,Carroll,0,-7844
TN,Carroll,0,-7843
TN,Carroll,0,-7842
TN,Carroll,0,-7841
TN,Carroll,0,-7840
TN,Carroll,0,-7839
TN,Carroll,0,-7838
TN,Carroll,0,-7837
VA,Carroll,0,-7836
VA,Carroll,0,-7835
VA,Carroll,0,-7834
VA,Carroll,0,-7833
VA,Carroll,0,-7832
VA,Carroll,0,-7831
VA,Carroll,0,-7830
VA,Carroll,0,-7829
VA,Carroll,0,-7828
NV,Carson City,0,-7827
TX,Carson,0,-7826
TX,Carson,0,-7825
TX,Carson,0,-7824
TX,Carson,0,-7823
TX,Carson,0,-7822
TX,Carson,0,-7821
KY,Carter,0,-7820
KY,Carter,0,-7819
KY,Carter,0,-7818
KY,Carter,0,-7817
KY,Carter,0,-7816
KY,Carter,0,-7815
KY,Carter,0,-7814
KY,Carter,0,-7813
KY,Carter,0,-7812
KY,Carter,0,-7811
KY,Carter,0,-7810
KY,Carter,0,-7809
MO,Carter,0,-7808
MO,Carter,0,-7807
MO,Carter,0,-7806
MO,Carter,0,-7805
MO,Carter,0,-7804
MO,Carter,0,-7803
MO,Carter,0,-7802
MO,Carter,0,-7801
MO,Carter,0,-7800
MO,Carter,0,-7799
MO,Carter,0,-7798
MT,Carter,0,-7797
MT,Carter,0,-7796
MT,Carter,0,-7795
MT,Carter,0,-7794
MT,Carter,0,-7793
MT,Carter,0,-7792
MT,Carter,0,-7791
MT,Carter,0,-7790
MT,Carter,0,-7789
MT,Carter,0,-7788
MT,Carter,0,-7787
MT,Carter,0,-7786
OK,Carter,0,-7785
OK,Carter,0,-7784
OK,Carter,0,-7783
OK,Carter,0,-7782
OK,Carter,0,-7781
TN,Carter,0,-7780
TN,Carter,0,-7779
TN,Carter,0,-7778
TN,Carter,0,-7777
TN,Carter,0,-7776
TN,Carter,0,-7775
TN,Carter,0,-7774
TN,Carter,0,-7773
TN,Carter,0,-7772
NC,Carteret,0,-7771
NC,Carteret,0,-7770
NC,Carteret,0,-7769
